Priority,Alert_Description,Start_ISO,Start_Epoch,Start_Hour,Start_DOW,Is_Weekend,Duration_Sec,Duration_Min,Priority_Norm,Priority_Level,Component_Type,Component_Name,Test,Raw_Type,Raw_Name,Raw_Test,Src_Type,Src_Name,Ner_Type,Ner_Name,Regex_Type,Regex_Name
Minor,Execute to Parse ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC,2025-08-01T23:31:00,1754091060,23,4,False,62.0,1.033,Minor,1,host,Oracle,Execute to Parse ratio is low,host,Oracle,Execute to Parse ratio is low,regex,regex,oracle database,Oracle,host,Oracle
Minor,Other waits are taking time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC,2025-08-01T23:31:00,1754091060,23,4,False,557.0,9.283,Minor,1,host,Oracle,Other waits are taking time,host,Oracle,Other waits are taking time,regex,regex,oracle database,Oracle,host,Oracle
Minor,Write rate to datafile o1_mf_apidat_d_l8rb6c8g_.dbf is high on Oracle Database on Cloud APIRDB:1580,2025-08-01T23:30:00,1754091000,23,4,False,1785.0,29.75,Minor,1,host,Oracle,Write rate to datafile o1_mf_apidat_d_l8rb6c8g_.dbf is high,host,Oracle,Write rate to datafile o1_mf_apidat_d_l8rb6c8g_.dbf is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,Elapsed time of Oracle job is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T23:29:00,1754090940,23,4,False,85.0,1.417,Minor,1,host,Oracle,Elapsed time of Oracle job is high,host,Oracle,Elapsed time of Oracle job is high,regex,regex,oracle database,Oracle,host,Oracle
Major,High disk space usage on /export/home/oracle drive of BIREPO_DB_Node_1,2025-08-01T23:28:00,1754090880,23,4,False,2368.0,39.467,Major,2,host,BIREPO_DB_Node_1,High disk space usage on /export/home/oracle,host,BIREPO_DB_Node_1,High disk space usage on /export/home/oracle,regex,regex,host,BIREPO_DB_Node_1,host,BIREPO_DB_Node_1
Minor,Many blocked connections for user egurkha on Oracle Database eG_Backend_DB:1521:egrepdc,2025-08-01T23:28:00,1754090880,23,4,False,321.0,5.35,Minor,1,host,Oracle,Many blocked connections for user egurkha,host,Oracle,Many blocked connections for user egurkha,regex,regex,oracle database,Oracle,host,Oracle
Minor,Many blocked sessions on Oracle Database eG_Backend_DB:1521:egrepdc,2025-08-01T23:28:00,1754090880,23,4,False,647.0,10.783,Minor,1,host,Oracle,Many blocked sessions,host,Oracle,Many blocked sessions,regex,regex,oracle database,Oracle,host,Oracle
Minor,Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T23:28:00,1754090880,23,4,False,150.0,2.5,Minor,1,host,Oracle,Percentage of long table scans is high,host,Oracle,Percentage of long table scans is high,regex,regex,oracle database,long,host,Oracle
Minor,Average shared lock wait time is high on SAP HANA Database KBZ-PRD-DB-SYSDB:35015,2025-08-01T23:27:00,1754090820,23,4,False,296.0,4.933,Minor,1,sap hana database,KBZ-PRD-DB-SYSDB:35015,Average shared lock wait time is high,sap hana database,KBZ-PRD-DB-SYSDB:35015,Average shared lock wait time is high,regex,regex,UNK,SAP,sap hana database,KBZ-PRD-DB-SYSDB:35015
Minor,Average exclusive lock wait time is high on SAP HANA Database KBZ-PRD-DB-SYSDB:35015,2025-08-01T23:27:00,1754090820,23,4,False,296.0,4.933,Minor,1,sap hana database,KBZ-PRD-DB-SYSDB:35015,Average exclusive lock wait time is high,sap hana database,KBZ-PRD-DB-SYSDB:35015,Average exclusive lock wait time is high,regex,regex,UNK,SAP,sap hana database,KBZ-PRD-DB-SYSDB:35015
Minor,Many maintenance {system-update},2025-08-01T23:26:00,1754090760,23,4,False,1063.0,17.717,Minor,1,resource,system-update,Many maintenance,resource,system-update,Many maintenance,regex,regex,host,system-update,resource,system-update
Minor,Many maintenance {Summary},2025-08-01T23:26:00,1754090760,23,4,False,1066.0,17.767,Minor,1,resource,Summary,Many maintenance,resource,Summary,Many maintenance,regex,regex,UNK,Summary,resource,Summary
Minor,Load failures rate is high {CBSAccountingService_1568\Summary},2025-08-01T23:26:00,1754090760,23,4,False,581.0,9.683,Minor,1,resource,CBSAccountingService_1568\Summary,Load failures rate is high,resource,CBSAccountingService_1568\Summary,Load failures rate is high,regex,regex,host,CBSAccountingService_1568\Summary,resource,CBSAccountingService_1568\Summary
Minor,Many maintenance {system-update},2025-08-01T23:25:00,1754090700,23,4,False,712.0,11.867,Minor,1,resource,system-update,Many maintenance,resource,system-update,Many maintenance,regex,regex,host,system-update,resource,system-update
Minor,Many maintenance {Summary},2025-08-01T23:25:00,1754090700,23,4,False,715.0,11.917,Minor,1,resource,Summary,Many maintenance,resource,Summary,Many maintenance,regex,regex,UNK,Summary,resource,Summary
Minor,Elapsed time of Oracle job is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T23:24:00,1754090640,23,4,False,76.0,1.267,Minor,1,host,Oracle,Elapsed time of Oracle job is high,host,Oracle,Elapsed time of Oracle job is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,Buffer cache hit ratio is low on Oracle Database ONPREM_KBZPRDSTBY_CDB:1580:KBZPRDSTBY,2025-08-01T23:23:00,1754090580,23,4,False,12120.0,202.0,Minor,1,host,Oracle,Buffer cache hit ratio is low,host,Oracle,Buffer cache hit ratio is low,regex,regex,oracle database,Oracle,host,Oracle
Minor,Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T23:23:00,1754090580,23,4,False,110.0,1.833,Minor,1,host,Oracle,Percentage of long table scans is high,host,Oracle,Percentage of long table scans is high,regex,regex,oracle database,long,host,Oracle
Minor,There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-lp257 of namespace javaic on Kubernetes Cluster flexcube-cbs-uat-tkc,2025-08-01T23:23:00,1754090580,23,4,False,1780.0,29.667,Minor,1,host,Kubernetes,There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-lp257 of namespace javaic,host,Kubernetes,There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-lp257 of namespace javaic,regex,regex,kubernetes cluster,obic-interest-extrp-service-9cd9c45b-lp257,host,Kubernetes
Minor,There are many waiting containers in pod aws-guardduty-agent-72896 of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv,2025-08-01T23:23:00,1754090580,23,4,False,3299.0,54.983,Minor,1,host,Kubernetes,There are many waiting containers in pod aws-guardduty-agent-72896 of namespace amazon-guardduty,host,Kubernetes,There are many waiting containers in pod aws-guardduty-agent-72896 of namespace amazon-guardduty,regex,regex,kubernetes cluster,aws-guardduty-agent-72896,host,Kubernetes
Critical,Many back-off restarting failed containers on Kubernetes Cluster NewCoreBankingProdEnv,2025-08-01T23:22:00,1754090520,23,4,False,6000.0,100.0,Critical,3,host,Kubernetes,Many back-off restarting failed containers,host,Kubernetes,Many back-off restarting failed containers,regex,regex,kubernetes cluster,Kubernetes,host,Kubernetes
Minor,Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T23:22:00,1754090520,23,4,False,1419.0,23.65,Minor,1,host,Oracle,Maximum query elapsed time is high,host,Oracle,Maximum query elapsed time is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T23:22:00,1754090520,23,4,False,286.0,4.767,Minor,1,host,Oracle,Query is taking high CPU time,host,Oracle,Query is taking high CPU time,regex,regex,oracle database,Oracle,host,Oracle
Minor,Execute to Parse ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC,2025-08-01T23:22:00,1754090520,23,4,False,310.0,5.167,Minor,1,host,Oracle,Execute to Parse ratio is low,host,Oracle,Execute to Parse ratio is low,regex,regex,oracle database,Oracle,host,Oracle
Critical,The web page HomePage is not available for external access. This is affecting External Web ibanking,2025-08-01T23:21:00,1754090460,23,4,False,317.0,5.283,Critical,3,external web,ibanking,UNK,external web,ibanking,UNK,regex,regex,UNK,UNK,external web,ibanking
Minor,Many blocked connections for user KBZREPS on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T23:20:00,1754090400,23,4,False,291.0,4.85,Minor,1,host,Oracle,Many blocked connections for user KBZREPS,host,Oracle,Many blocked connections for user KBZREPS,regex,regex,oracle database,Oracle,host,Oracle
Minor,One or more long running queries have been detected on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T23:20:00,1754090400,23,4,False,60.0,1.0,Minor,1,host,Oracle,One or more long running queries have been detected,host,Oracle,One or more long running queries have been detected,regex,regex,oracle database,Oracle,host,Oracle
Critical,Many back off pulling images on Kubernetes Cluster flexcube-cbs-mig-tkc,2025-08-01T23:20:00,1754090400,23,4,False,312.0,5.2,Critical,3,host,Kubernetes,Many back off pulling images,host,Kubernetes,Many back off pulling images,regex,regex,kubernetes cluster,Kubernetes,host,Kubernetes
Critical,TimeSinceLastChckPoint {REPLICAT/RLOTNF},2025-08-01T23:20:00,1754090400,23,4,False,938.0,15.633,Critical,3,oracle goldengate replicat,RLOTNF,TimeSinceLastChckPoint,oracle goldengate replicat,RLOTNF,TimeSinceLastChckPoint,regex,regex,UNK,REPLICAT/RLOTNF,oracle goldengate replicat,RLOTNF
Critical,TimeSinceLastChckPoint {REPLICAT/RLOTNC},2025-08-01T23:20:00,1754090400,23,4,False,2804.0,46.733,Critical,3,oracle goldengate replicat,RLOTNC,TimeSinceLastChckPoint,oracle goldengate replicat,RLOTNC,TimeSinceLastChckPoint,regex,regex,UNK,REPLICAT/RLOTNC,oracle goldengate replicat,RLOTNC
Minor,Many backup {Summary},2025-08-01T23:20:00,1754090400,23,4,False,356.0,5.933,Minor,1,resource,Summary,Many backup,resource,Summary,Many backup,regex,regex,UNK,Summary,resource,Summary
Minor,Many backup {db-instance},2025-08-01T23:19:00,1754090340,23,4,False,359.0,5.983,Minor,1,resource,db-instance,Many backup,resource,db-instance,Many backup,regex,regex,host,db-instance,resource,db-instance
Minor,CPU usage of Oracle job is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T23:19:00,1754090340,23,4,False,145.0,2.417,Minor,1,host,Oracle,CPU usage of Oracle job is high,host,Oracle,CPU usage of Oracle job is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,Elapsed time of Oracle job is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T23:19:00,1754090340,23,4,False,145.0,2.417,Minor,1,host,Oracle,Elapsed time of Oracle job is high,host,Oracle,Elapsed time of Oracle job is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-v7mpg of namespace javaic on Kubernetes Cluster flexcube-cbs-uat-tkc,2025-08-01T23:19:00,1754090340,23,4,False,571.0,9.517,Minor,1,host,Kubernetes,There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-v7mpg of namespace javaic,host,Kubernetes,There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-v7mpg of namespace javaic,regex,regex,kubernetes cluster,obic-interest-extrp-service-9cd9c45b-v7mpg,host,Kubernetes
Minor,There have been many container termination failures for pod aws-guardduty-agent-72896 of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv,2025-08-01T23:18:00,1754090280,23,4,False,265.0,4.417,Minor,1,host,Kubernetes,There have been many container termination failures for pod aws-guardduty-agent-72896 of namespace amazon-guardduty,host,Kubernetes,There have been many container termination failures for pod aws-guardduty-agent-72896 of namespace amazon-guardduty,regex,regex,kubernetes cluster,namespace,host,Kubernetes
Minor,Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T23:18:00,1754090280,23,4,False,85.0,1.417,Minor,1,host,Oracle,Percentage of long table scans is high,host,Oracle,Percentage of long table scans is high,regex,regex,oracle database,long,host,Oracle
Minor,High CPU utilization when waiting for I/O on AWS_CBS_Reporting_DB,2025-08-01T23:18:00,1754090280,23,4,False,902.0,15.033,Minor,1,host,AWS_CBS_Reporting_DB,High CPU utilization when waiting for I/O,host,AWS_CBS_Reporting_DB,High CPU utilization when waiting for I/O,regex,regex,host,AWS_CBS_Reporting_DB,host,AWS_CBS_Reporting_DB
Minor,Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T23:17:00,1754090220,23,4,False,36.0,0.6,Minor,1,host,Oracle,Maximum query elapsed time is high,host,Oracle,Maximum query elapsed time is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T23:17:00,1754090220,23,4,False,36.0,0.6,Minor,1,host,Oracle,Query is taking high CPU time,host,Oracle,Query is taking high CPU time,regex,regex,oracle database,Oracle,host,Oracle
Minor,Execute to Parse ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC,2025-08-01T23:17:00,1754090220,23,4,False,284.0,4.733,Minor,1,host,Oracle,Execute to Parse ratio is low,host,Oracle,Execute to Parse ratio is low,regex,regex,oracle database,Oracle,host,Oracle
Major,Many HTTP 5XX responses on load balancer app/flexcube-loadbalancer-prod1/dd97bd39a3f8c9b6 of AWS Cloud flexcube-corebanking-prd,2025-08-01T23:15:00,1754090100,23,4,False,267.0,4.45,Major,2,load balancer,app/flexcube-loadbalancer-prod1/dd97bd39a3f8c9b6,Many HTTP 5XX responses,load balancer,app/flexcube-loadbalancer-prod1/dd97bd39a3f8c9b6,Many HTTP 5XX responses,regex,regex,aws cloud,load,load balancer,app/flexcube-loadbalancer-prod1/dd97bd39a3f8c9b6
Critical,Space usage RECOC2 is high on Oracle Cluster IBDB_Oracle_Rac:1580,2025-08-01T23:14:00,1754090040,23,4,False,4980.0,83.0,Critical,3,host,Oracle,Space usage RECOC2 is high,host,Oracle,Space usage RECOC2 is high,regex,regex,UNK,Oracle,host,Oracle
Minor,Elapsed time of Oracle job is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T23:14:00,1754090040,23,4,False,140.0,2.333,Minor,1,host,Oracle,Elapsed time of Oracle job is high,host,Oracle,Elapsed time of Oracle job is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,CPU usage of Oracle job is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T23:14:00,1754090040,23,4,False,140.0,2.333,Minor,1,host,Oracle,CPU usage of Oracle job is high,host,Oracle,CPU usage of Oracle job is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T23:13:00,1754089980,23,4,False,40.0,0.667,Minor,1,host,Oracle,Percentage of long table scans is high,host,Oracle,Percentage of long table scans is high,regex,regex,oracle database,long,host,Oracle
Minor,Buffer cache hit ratio is low on Oracle Database EYLOAN_Oracle_DB:1880:dcey,2025-08-01T23:13:00,1754089980,23,4,False,311.0,5.183,Minor,1,host,Oracle,Buffer cache hit ratio is low,host,Oracle,Buffer cache hit ratio is low,regex,regex,oracle database,Oracle,host,Oracle
Major,High CPU utilization when waiting for I/O on AWS_CBS_Reporting_DB,2025-08-01T23:13:00,1754089980,23,4,False,291.0,4.85,Major,2,host,AWS_CBS_Reporting_DB,High CPU utilization when waiting for I/O,host,AWS_CBS_Reporting_DB,High CPU utilization when waiting for I/O,regex,regex,host,AWS_CBS_Reporting_DB,host,AWS_CBS_Reporting_DB
Minor,There are many waiting containers in pod aws-guardduty-agent-ws4b9 of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv,2025-08-01T23:13:00,1754089980,23,4,False,3300.0,55.0,Minor,1,host,Kubernetes,There are many waiting containers in pod aws-guardduty-agent-ws4b9 of namespace amazon-guardduty,host,Kubernetes,There are many waiting containers in pod aws-guardduty-agent-ws4b9 of namespace amazon-guardduty,regex,regex,kubernetes cluster,aws-guardduty-agent-ws4b9,host,Kubernetes
Minor,Average exclusive lock wait time is high on SAP HANA Database KBZ-PRD-DB-SYSDB:35015,2025-08-01T23:12:00,1754089920,23,4,False,586.0,9.767,Minor,1,sap hana database,KBZ-PRD-DB-SYSDB:35015,Average exclusive lock wait time is high,sap hana database,KBZ-PRD-DB-SYSDB:35015,Average exclusive lock wait time is high,regex,regex,UNK,SAP,sap hana database,KBZ-PRD-DB-SYSDB:35015
Minor,Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T23:12:00,1754089920,23,4,False,45.0,0.75,Minor,1,host,Oracle,Query is taking high CPU time,host,Oracle,Query is taking high CPU time,regex,regex,oracle database,Oracle,host,Oracle
Minor,Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T23:12:00,1754089920,23,4,False,45.0,0.75,Minor,1,host,Oracle,Maximum query elapsed time is high,host,Oracle,Maximum query elapsed time is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,Execute to Parse ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC,2025-08-01T23:12:00,1754089920,23,4,False,251.0,4.183,Minor,1,host,Oracle,Execute to Parse ratio is low,host,Oracle,Execute to Parse ratio is low,regex,regex,oracle database,Oracle,host,Oracle
Minor,Many maintenance {system-update},2025-08-01T23:12:00,1754089920,23,4,False,626.0,10.433,Minor,1,resource,system-update,Many maintenance,resource,system-update,Many maintenance,regex,regex,host,system-update,resource,system-update
Minor,Many maintenance {system-update},2025-08-01T23:12:00,1754089920,23,4,False,310.0,5.167,Minor,1,resource,system-update,Many maintenance,resource,system-update,Many maintenance,regex,regex,host,system-update,resource,system-update
Minor,Many maintenance {Summary},2025-08-01T23:11:00,1754089860,23,4,False,315.0,5.25,Minor,1,resource,Summary,Many maintenance,resource,Summary,Many maintenance,regex,regex,UNK,Summary,resource,Summary
Minor,Many maintenance {Summary},2025-08-01T23:11:00,1754089860,23,4,False,631.0,10.517,Minor,1,resource,Summary,Many maintenance,resource,Summary,Many maintenance,regex,regex,UNK,Summary,resource,Summary
Critical,Many back off pulling images on Kubernetes Cluster flexcube-cbs-mig-tkc,2025-08-01T23:11:00,1754089860,23,4,False,268.0,4.467,Critical,3,host,Kubernetes,Many back off pulling images,host,Kubernetes,Many back off pulling images,regex,regex,kubernetes cluster,Kubernetes,host,Kubernetes
