,original_index,text,label,cleaned_text
160,4423,ခံ ခံ ထည့် လ ခွေး ချိုး,po,ခံ ခံ ထည့် လ ခွေး ချိုး
161,4705,မ ပိတ်ရိုက်,ab,မ ပိတ်ရိုက်
162,2654,ကလေး လုပ် စောက်ရူး ကျပ်မပြည့် ပဲ ကလေး မ လုပ် သန္ဓေမကောင်း သိသာ,ab,ကလေး လုပ် စောက်ရူး ကျပ်မပြည့် ပဲ ကလေး မ လုပ် သန္ဓေမကောင်း သိသာ
163,3553,မ မ ငါ့လခွီး $ရှက် မ ဖေလိုးမ ဖလမ,po,မ မ ငါ့လခွီး $ရှက် မ ဖေလိုးမ ဖလမ
164,6560,မနေ့ တည်းက tt မှာ တွေ့ လိုက် တည်း က စိတ်ညစ် နေ တာ လာ ပြန် ပြီ 😏 😏,no,မနေ့ တည်းက tt မှာ တွေ့ လိုက် တည်း စိတ်ညစ် နေ တာ လာ ပြန် ပြီ smirking_face smirking_face
165,6750,အော် ဘယ်သူ တွေ များ လဲ လို့ ရှမ်း ပြည်နယ် ကိုယ်စားပြု ကိုး 😁 😁 😁,no,အော် ဘယ်သူ တွေ လဲ လို့ ရှမ်း ပြည်နယ် ကိုယ်စားပြု ကိုး beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes
166,129,မ လဲသေ,ab,မ လဲသေ
167,770,မ စောက်ဆရာကြီး,ab,မ စောက်ဆရာကြီး
168,5080,နီပိတ်,po,နီပိတ်
169,4986,တောင် စစ်ခွေး မသာ ပဲ,po,တောင် စစ်ခွေး မသာ ပဲ
170,4127,sဆရာကြီး မ ကျက်သရေကိုမရှိ,ab,sဆရာကြီး မ ကျက်သရေကိုမရှိ
171,4747,ထည့် စောက်တင်း,ab,ထည့် စောက်တင်း
172,4572,မ ဘောမ မ ကျက်သတုံးမ,ab,မ ဘောမ မ ကျက်သတုံးမ
173,4337,မ သတ် မ သတ် မ သတ် မ လုပ် မ မအလ သတ်,po,မ သတ် မ သတ် မ သတ် မ လုပ် မ မအလ သတ်
174,6808,ဒီ ထက် မ က အဲ့ ထက် ကောင်း တဲ့ သီချင်း တွေ အများကြီး လုပ် နိုင် ပါ စေ,no,ဒီ ထက် မ အဲ့ ထက် ကောင်း တဲ့ သီချင်း တွေ အများကြီး လုပ် နိုင် ပါ စေ
175,2476,အမြဲ သတိ လေး ထား နော် ခေတ် အခါ က မ ကောင်း,no,အမြဲ သတိ လေး ထား နော် ခေတ် အခါ မ ကောင်း
176,2488,ပြော နေ တာ က အရမ်း ပဲ သိသာ တယ် တကယ် မ ဖြစ် ဘဲ နဲ့ ပြော ပြ နေ တာ မင်းသမီး ပီသ ပါ တယ် ချန် ထား ဦး မယ် မ ပြော သေး ဘူး အမှန်တရား က ခါး တယ် 😊,no,ပြော နေ တာ အရမ်း ပဲ သိသာ တယ် တကယ် မ ဖြစ် ဘဲ နဲ့ ပြော ပြ နေ တာ မင်းသမီး ပီသ ပါ တယ် ချန် ထား ဦး မယ် မ ပြော သေး ဘူး အမှန်တရား ခါး တယ် smiling_face_with_smiling_eyes
177,6238,ကလေး တွေ ပဲ သနား တယ်,no,ကလေး တွေ ပဲ သနား တယ်
178,4574,မအလ ပဲ,po,မအလ ပဲ
179,6591,ပြည်သူ တွေ အတွက် သွား တက် တာ ပါ,no,ပြည်သူ တွေ သွား တက် တာ ပါ
180,5623,လောက် ရိုက်,ab,လောက် ရိုက်
181,3506,မ ကြည့် ခင် က အလယ် က အညှပ် ခံ လိုက် ရ တဲ့ သူ ထင် လို့ ဆံပင်ညှပ်ဆိုင် က ဖြစ် နေ တယ် 🤧,no,မ ကြည့် ခင် အလယ် အညှပ် ခံ လိုက် ရ တဲ့ သူ ထင် လို့ ဆံပင်ညှပ်ဆိုင် ဖြစ် နေ တယ် sneezing_face
182,3172,ကာကွယ် ချင် စိတ် ရှိ တာ ကို အပြစ် မ ပြော လို ပါ ဘူး လူကြီး တွေ အပေါ် လုပ် တဲ့ အပြုအမူ က မ သွန်သင် ထား မှန်း သိသာ နေ လို့ ပါ,no,ကာကွယ် ချင် စိတ် ရှိ တာ ကို အပြစ် မ ပြော လို ပါ ဘူး လူကြီး တွေ အပေါ် လုပ် တဲ့ အပြုအမူ မ သွန်သင် ထား မှန်း သိသာ နေ လို့ ပါ
183,1406,မျိုးမစစ်,po,မျိုးမစစ်
184,4528,လွဲ နေ တာ မ ကြောက် တတ် မ ငို တတ် တဲ့ ကလေး က ငယ် ကတည်းက မ ကြောက် ဘူး မ ငို ဘူး,no,လွဲ နေ တာ မ ကြောက် တတ် မ ငို တတ် တဲ့ ကလေး ငယ် ကတည်းက မ ကြောက် ဘူး မ ငို ဘူး
185,545,ခွေးတိုးပေါက်,po,ခွေးတိုးပေါက်
186,6573,ငါဠိုးမသား ထည့် kmkl,po,ငါဠိုးမသား ထည့် kmkl
187,6243,မအလ မ,po,မအလ မ
188,4204,ခွေးမျိုး ချ ခွေးဆိုးမိုက် မအလ အရိုးကိုက်,po,ခွေးမျိုး ချ ခွေးဆိုးမိုက် မအလ အရိုးကိုက်
189,5023,ကမကလ မအလ ဖျာသယ် ဖျာခေါင်း မ,ab,ကမကလ မအလ ဖျာသယ် ဖျာခေါင်း မ
190,3038,စောက်ပြောကြီး ငပေါ,ab,စောက်ပြောကြီး ငပေါ
191,5729,စစ်ခွေး ဘောမ မ,po,စစ်ခွေး ဘောမ မ
192,4085,နွား,po,နွား
193,429,နှမ ချင်း ကိုယ်ချင်းစာနာ စွာ တဲ့ 🥹🥹,no,နှမ ချင်း ကိုယ်ချင်းစာနာ စွာ တဲ့ face_holding_back_tears face_holding_back_tears
194,6609,ဆဲ ပဲ ဘောပဲမ အဘဘောလေးပဲငုံ,po,ဆဲ ပဲ ဘောပဲမ အဘဘောလေးပဲငုံ
195,5858,အမျိုးယုတ် အဆင့်မရှိ,ab,အမျိုးယုတ် အဆင့်မရှိ
196,1022,အေး လေ တိုက်ခန်း တစ် ခန်း စာ တောင် မ ရှိ ဘူး 🤣🤣🤣,no,အေး လေ တိုက်ခန်း ခန်း စာ တောင် မ ရှိ ဘူး rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing
197,1328,လိုအပ် တာ ရယ် လို ချင် တာ ရယ် ခွဲခြား တတ် ဖို့ ပါ,no,လိုအပ် တာ ရယ် လို ချင် တာ ရယ် ခွဲခြား တတ် ဖို့ ပါ
198,3258,အခုတလော ပွဲ တွေ တအား ပေါ လာ တယ် နော်,no,အခုတလော ပွဲ တွေ တအား ပေါ လာ တယ် နော်
199,3551,မအေလိုး ဆဲ မ ကိုယ်မေကိုယ်လိုး,ab,မအေလိုး ဆဲ မ ကိုယ်မေကိုယ်လိုး
200,3812,လပ်တီး လောင်ကီး စင့်ကျောက် ပဲ,po,လပ်တီး လောင်ကီး စင့်ကျောက် ပဲ
201,1178,အတုမြင်အတတ်သင် မင်း တို့ တွေ လုပ် ပုံ က ယို သူ မ ရှက် မြင် သူ ရှက် သိက္ခာ လေး ဣန္ဒြေ လေး ဆယ် ကြ ပါ ဦး,no,အတုမြင်အတတ်သင် မင်း တွေ လုပ် ပုံ ယို သူ မ ရှက် မြင် သူ ရှက် သိက္ခာ လေး ဣန္ဒြေ လေး ဆယ် ကြ ပါ ဦး
202,612,မ တောင် လုပ် မ ပဲ သင်္ချိုင်းကုန်းသွားပေး အရှက်မရှိ,po,မ တောင် လုပ် မ ပဲ သင်္ချိုင်းကုန်းသွားပေး အရှက်မရှိ
203,5492,တစ် ယောက် တည်း ကွက် ပြီး ချမ်း နေ တာ နဲ့ တူ တယ်,no,ယောက် တည်း ကွက် ပြီး ချမ်း နေ တာ နဲ့ တူ တယ်
204,6487,မ ပဲ မ ဖင်ခံ,po,မ ပဲ မ ဖင်ခံ
205,4562,ဖော် နိုင် လေ ကျော်ကြား လေ လို့ အထင် ရှိ သူ တွေ ပေါ့ 😌,no,ဖော် နိုင် လေ ကျော်ကြား လေ လို့ အထင် ရှိ သူ တွေ ပေါ့ relieved_face
206,1301,မြန်မာ နိုင်ငံ မုဒိမ်းကျင့် တဲ့ ကောင် တွေ ဘယ် ရောက် နေ တာ လဲ,no,မြန်မာ နိုင်ငံ မုဒိမ်းကျင့် တဲ့ ကောင် တွေ ဘယ် ရောက် နေ တာ လဲ
207,3015,ဒီဖေ မ ဆဲ စောင်ကလေး,ab,ဒီဖေ မ ဆဲ စောင်ကလေး
208,875,မအလ မ ပဲ ဖင်ပေး,po,မအလ မ ပဲ ဖင်ပေး
209,2915,လုပ် စောက်ချိုး ပဲ,ab,လုပ် စောက်ချိုး ပဲ
210,2728,အဲ့ ပိုက်ဆံ နဲ့ ဆိုရင် ရန်ကုန် မှာ ၄ ပေ ၆ ပေ မြေ တစ် ကွက် လောက် တော့ ရ နိုင် ပါ တယ် 😁 😁 😁,no,အဲ့ ပိုက်ဆံ နဲ့ ဆိုရင် ရန်ကုန် မှာ ၄ ပေ ၆ ပေ မြေ ကွက် လောက် တော့ ရ နိုင် ပါ တယ် beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes
211,4701,မေးယိုး,ab,မေးယိုး
212,2929,စောက်ကြီးစောက်ကျယ် စောက်ရမ်း ဘဝင်မြင့်,ab,စောက်ကြီးစောက်ကျယ် စောက်ရမ်း ဘဝင်မြင့်
213,1406,မျိုးမစစ်,po,မျိုးမစစ်
214,2617,အရူးထ ရူး ပဲ အရူး,po,အရူးထ ရူး ပဲ အရူး
215,5753,မင်းအမေလင် အမေတက်အုပ် မ လုပ် ဖုံးကင်,po,မင်းအမေလင် အမေတက်အုပ် မ လုပ် ဖုံးကင်
216,4648,ယီး ခွေးမသား,po,ယီး ခွေးမသား
217,3591,ဒင်း က ဒီ ရောက် နေ 😂,no,ဒင်း ဒီ ရောက် နေ face_with_tears_of_joy
218,1931,သီချင်း တော့ ကြိုက် သွား ပြီ,no,သီချင်း တော့ ကြိုက် သွား ပြီ
219,6736,ဖော်လော်မော်,po,ဖော်လော်မော်
220,4532,ဒီ လို စာ တွေ မြင် ရင် ကိုယ် နဲ့ မ ဆိုင် လည်း မိန်းမ ချင်း ကိုယ်ချင်းစာ ပြီး ရင် တွေ နာ တယ် တကယ်,no,ဒီ လို စာ တွေ မြင် ရင် ကိုယ် နဲ့ မ ဆိုင် လည်း မိန်းမ ချင်း ကိုယ်ချင်းစာ ပြီး ရင် တွေ နာ တယ် တကယ်
