text,label,original_index,cleaned_text
ထိုင်း နဲ့ မြန်မာ ဘဝ တွေ က သိပ် သနား ဖို့ ကောင်း တာ လွှတ်တော် ထဲ စခ ဝင် ထိုင် တဲ့ ကိစ္စ ပဲ,po,6593,ထိုင်း နဲ့ မြန်မာ ဘဝ တွေ သိပ် သနား ဖို့ ကောင်း တာ လွှတ်တော် ထဲ စခ ဝင် ထိုင် တဲ့ ကိစ္စ ပဲ
over တွေ သိပ် လုပ် ကြ တာ ပဲ မြန်မာ ပြည် အခြောက် တွေ က မျက်စိကိုနှောက် လို့ သူများ နိုင်ငံ က လူ တွေ ခြောက် တာ နင် တို့ လို စပ်စလူး မ ခါ ကြ ပါ ဘူး ။,ab,4690,တွေ သိပ် လုပ် ကြ တာ ပဲ မြန်မာ ပြည် အခြောက် တွေ မျက်စိကိုနှောက် လို့ သူများ နိုင်ငံ လူ တွေ ခြောက် တာ နင် လို စပ်စလူး မ ခါ ကြ ပါ ဘူး ။
bbc ရဲ့ ပါဝါရိန်းဂျား တွေ လည်း သေ ကြ တယ် ဟ,ab,5896,bbc ရဲ့ ပါဝါရိန်းဂျား တွေ လည်း သေ ကြ တယ် ဟ
ဆက်လက် ကြိုးစား ပါ ပီတာ လွှတ်တော် ထဲ မှာ အဲ့ အာဏာရူး တွေ ပါ နေ သ၍ ဘယ်တော့မှ ကောင်းကျိုး ပေး မှာ မ ဟုတ် ဘူး အားပေး နေ မယ် ပီတာ ☺️ ☺️ ☺️,po,1329,ဆက်လက် ကြိုးစား ပါ ပီတာ လွှတ်တော် ထဲ မှာ အဲ့ အာဏာရူး တွေ ပါ နေ သ၍ ဘယ်တော့မှ ကောင်းကျိုး ပေး မှာ မ ဟုတ် ဘူး အားပေး နေ မယ် ပီတာ smiling_face smiling_face smiling_face
ဒီ မှာ ကြည့် ထား,no,4448,ဒီ မှာ ကြည့် ထား
လိ စောင်တလွဲ စောက်တပ်,po,312,လိ စောင်တလွဲ စောက်တပ်
လပ်တီး ပျောက် မှ တိုင်းပြည် အေးချမ်း ပြီး ပြည်သူ တွေ လူလိုသူလို နေ ရ မည်,po,5794,လပ်တီး ပျောက် တိုင်းပြည် အေးချမ်း ပြီး ပြည်သူ တွေ လူလိုသူလို နေ ရ မည်
တကယ့် ဟာ သူ့ အပူ မှ သူ့ အပူ နော်,no,1916,တကယ့် ဟာ သူ့ အပူ သူ့ အပူ နော်
MaAloe မအလ ရုပ် ကြီး ကျက်သရေအဖြာဖြာတုံး ပါ့,ab,789,MaAloe မအလ ရုပ် ကြီး ကျက်သရေအဖြာဖြာတုံး ပါ့
သူများ အောင်မြင် နေ တာ ကို မနာလို ပြီး ဖျက်စီး တာ တော်တော် ဆိုး တာ ပဲ နော် ဘယ်လို ကောင်မ လဲ မ သိ ပိုက်ဆံ မ ပေး ချင် လို့ အဲ့လို လုပ် တာ လည်း နေ မှာ ပေါ့ စိတ်မကောင်း မ ဖြစ် ပါ နဲ့ ဒီ ထက် မက အောင်မြင် မှာ ပါ သူ ဖျက်စီး လည်း ဖိုက်တင်း 🥰,ab,20,သူများ အောင်မြင် နေ တာ ကို မနာလို ပြီး ဖျက်စီး တာ တော်တော် ဆိုး တာ ပဲ နော် ဘယ်လို ကောင်မ လဲ မ သိ ပိုက်ဆံ မ ပေး ချင် လို့ အဲ့လို လုပ် တာ လည်း နေ မှာ ပေါ့ စိတ်မကောင်း မ ဖြစ် ပါ နဲ့ ဒီ ထက် မက အောင်မြင် မှာ ပါ သူ ဖျက်စီး လည်း ဖိုက်တင်း smiling_face_with_hearts
အရင် က ရွှေကြို က အကယ်ဒမီပေးပွဲ ပြီး သွား ရင် နာမည် ကျန် သေး တယ် ဒီ ရွှေကြို က တော့ နာမည် မ ပြော နဲ့ သိ တောင် သိ ကြ မှာ မ ဟုတ် ဘူး ဖေloမ,ab,1690,အရင် ရွှေကြို အကယ်ဒမီပေးပွဲ ပြီး သွား ရင် နာမည် ကျန် သေး တယ် ဒီ ရွှေကြို တော့ နာမည် မ ပြော နဲ့ သိ တောင် သိ ကြ မှာ မ ဟုတ် ဘူး ဖေloမ
စစ်သား က ရဲ လုပ် တယ် ဆို တော့ ဘာ လို့ ရဲ ထား နေ တာ လဲ အကုန် သာ စစ်သား လုပ် ခိုင်း လိုက် အဲ့ဒါ မှ ရဲ မိန်းမ လည်း မဲဖောက်ကံစမ်း ရ မှာ,po,4869,စစ်သား ရဲ လုပ် တယ် ဆို တော့ ဘာ လို့ ရဲ ထား နေ တာ လဲ အကုန် သာ စစ်သား လုပ် ခိုင်း လိုက် အဲ့ဒါ ရဲ မိန်းမ လည်း မဲဖောက်ကံစမ်း ရ မှာ
ဟုတ် တယ် ကိုယ် ပြော ချင် နေ တာ နဲ့ ကွက်တိ ပဲ သွား ရေး ချင် တာ လက် ကို ယား နေ တာ ပဲ ေ-ာက်ကြွား တွေ ဒီ ထက် ပြော ချင် တာ တွေ ရှိ သေး တယ် ။,ab,1298,ဟုတ် တယ် ကိုယ် ပြော ချင် နေ တာ နဲ့ ကွက်တိ ပဲ သွား ရေး ချင် တာ လက် ကို ယား နေ တာ ပဲ ေ-ာက်ကြွား တွေ ဒီ ထက် ပြော ချင် တာ တွေ ရှိ သေး တယ် ။
မင်းအောင်လှိုင် ကို ဝိုင်း ချိန် ထား တဲ့ သေနတ် တွေ ရှိ နေ ပြီ ဒင်း ထိုး ကျွေး တာ များ လွန်း နေ ပြီ ကိုး မြန်မာ နိုင်ငံ မှာ အိပ်မက် ဆိုး တွေ အမက် ဆုံး က မင်းအောင်လှိုင် ပဲ ဖြစ် မယ်,no,771,မင်းအောင်လှိုင် ကို ဝိုင်း ချိန် ထား တဲ့ သေနတ် တွေ ရှိ နေ ပြီ ဒင်း ထိုး ကျွေး တာ လွန်း နေ ပြီ ကိုး မြန်မာ နိုင်ငံ မှာ အိပ်မက် ဆိုး တွေ အမက် ဆုံး မင်းအောင်လှိုင် ပဲ ဖြစ် မယ်
မင်း တို့ အပြော လည်း လျှော့ ကြ ဦး ပြည်သူ တွေ ရီ ရ တာ အူ နာ နေ ပြီ,no,5656,မင်း အပြော လည်း လျှော့ ကြ ဦး ပြည်သူ တွေ ရီ ရ တာ အူ နာ နေ ပြီ
ဘယ်လို လဲ ဟ ငါ အရမ်း ဆွံအ မိ တယ်,no,994,ဘယ်လို လဲ ဟ ငါ အရမ်း ဆွံအ မိ တယ်
ငါ မေတ္တာ တွေ ပို့ ထား တယ် သိ လား အသုဘ၂ကောင်,ab,5948,ငါ မေတ္တာ တွေ ပို့ ထား တယ် သိ လား အသုဘ၂ကောင်
ရွံစရာကြီး ဖြေ ပုံ ကြည့် တာ နဲ့ မ ကောင်း တဲ့ personality ပေါ် နေ ပြီ🤧,ab,3728,ရွံစရာကြီး ဖြေ ပုံ ကြည့် တာ နဲ့ မ ကောင်း တဲ့ personality ပေါ် နေ ပြီ sneezing_face
EPC က ပိုစ့် တင် တဲ့ ကောင် ဟာသဉာဏ် တော်တော် ထွက် တာ ပဲ တစ် မျိုး နဲ့ တစ် မျိုး မ ရိုး ရ ဘူး,no,6572,EPC ပိုစ့် တင် တဲ့ ကောင် ဟာသဉာဏ် တော်တော် ထွက် တာ ပဲ မျိုး နဲ့ မျိုး မ ရိုး ရ ဘူး
mal ဖား လိုက် ဘောမ လိုက် ပဲ လုပ် winner ရ တယ် kmkl,ab,6666,mal ဖား လိုက် ဘောမ လိုက် ပဲ လုပ် winner ရ တယ် kmkl
$ကျက်သရေတုံး တဲ့ အဘ ဘောမ ကောင် တွေ,po,4793,$ကျက်သရေတုံး တဲ့ အဘ ဘောမ ကောင် တွေ
အာဏာရှင် ဟာ အသေ ပဲ ထွက် တယ် တိုင်းပြည် အကျိုး မျိုးဆက်သစ် အကျိုး မ ကြည့် ဘူး သူ တို့ အကျိုး ပဲ ကြည့် တယ် မအလ တွေ,po,5299,အာဏာရှင် ဟာ အသေ ပဲ ထွက် တယ် တိုင်းပြည် အကျိုး မျိုးဆက်သစ် အကျိုး မ ကြည့် ဘူး သူ အကျိုး ပဲ ကြည့် တယ် မအလ တွေ
အမှား မှန်း သိ ရင် ပြင် လိမ့် မယ် စစ်ခွေး တွေ က အမှား မှန်း မ သိ ကြ တော့ ပြင် ဖို့ စိတ်ကူး မ ရှိ ကြ ဘူး,po,1705,အမှား မှန်း သိ ရင် ပြင် လိမ့် မယ် စစ်ခွေး တွေ အမှား မှန်း မ သိ ကြ တော့ ပြင် ဖို့ စိတ်ကူး မ ရှိ ကြ ဘူး
တော်သလင်း  သီတင်းကျွတ် လ တွင် ခွေးများမြူးတူး နေ ကြ ၏ တဲ့ အရှင် မိ တဲ့ ကောင် တွေ က ထိုင် ကန်တော့ တာ ဟုတ် ချင် မှ ဟုတ် မှာ နော် ကုန်း ပေး နေ တာ လား မှ မ သိ တာ နော် 😜 😜 😜,po,2306,တော်သလင်း သီတင်းကျွတ် လ တွင် ခွေးများမြူးတူး နေ ကြ တဲ့ အရှင် မိ တဲ့ ကောင် တွေ ထိုင် ကန်တော့ တာ ဟုတ် ချင် ဟုတ် မှာ နော် ကုန်း ပေး နေ တာ လား မ သိ တာ နော် winking_face_with_tongue winking_face_with_tongue winking_face_with_tongue
