Priority,Comp Type,Comp Name,Test,Description
Critical,Kubernetes Cluster,flexcube+AC0-cbs+AC0-mig+AC0-tkc:6443,K8s Events, Many back off pulling images on Kubernetes Cluster flexcube+AC0-cbs+AC0-mig+AC0-tkc
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Jobs, Elapsed time of Oracle job is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,eG+AF8-Backend+AF8-DB,I/O Waits, High CPU utilization when waiting for I/O on eG+AF8-Backend+AF8-DB
Minor,Kubernetes Cluster,NewCoreBankingProdEnv:443,K8s Pods by Namespace, There have been many container termination failures for pod aws+AC0-guardduty+AC0-agent+AC0-ws4b9 of namespace amazon+AC0-guardduty on Kubernetes Cluster NewCoreBankingProdEnv
Minor,Kubernetes Cluster,flexcube+AC0-cbs+AC0-uat+AC0-tkc:6443,K8s Pods by Namespace, There are many waiting containers in pod obic+AC0-interest+AC0-extrp+AC0-service+AC0-9cd9c45b+AC0-lp257 of namespace javaic on Kubernetes Cluster flexcube+AC0-cbs+AC0-uat+AC0-tkc
Minor,Oracle Database,eG+AF8-Backend+AF8-DB:1521:egrepdc,Oracle Sessions, Many blocked sessions on Oracle Database eG+AF8-Backend+AF8-DB:1521:egrepdc
Minor,Microsoft IIS Web,Biz02+AF8-Prod+AF8-DR+AF8-10.11.170.12:80,.NET CLR, Queue length is high +AHs-DefaultAppPool+AFw-Summary+AH0-
Minor,Microsoft IIS Web,Biz02+AF8-Prod+AF8-DR+AF8-10.11.170.12:80,.NET CLR, Queue length is high +AHs-DefaultAppPool+AFw-w3wp+ACM-10+AH0-
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC,Oracle SGA, Execute to Parse ratio is low on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle SQL Workload, Maximum query elapsed time is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle SQL Workload, Query is taking high CPU time on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Critical,Oracle+AF8-Gold+AF8-Gate+AF8-ex,AWSCBS+AF8-Reporting+AF8-GG,GoldGtLogTest+AF8-ex, Lagging checkpoint duration is high  +AHs-REPLICAT/RLOTNB+AH0-
Critical,Oracle+AF8-Gold+AF8-Gate+AF8-ex,AWSCBS+AF8-Reporting+AF8-GG,GoldGtLogTest+AF8-ex, Lagging checkpoint duration is high  +AHs-REPLICAT/RLOTNH+AH0-
Critical,Oracle+AF8-Gold+AF8-Gate+AF8-ex,AWSCBS+AF8-Reporting+AF8-GG,GoldGtLogTest+AF8-ex, Lagging checkpoint duration is high  +AHs-REPLICAT/RLOTNE+AH0-
Minor,Oracle Database,AWS+AF8-CBS+AF8-Reporting+AF8-DB:1665:KBZRPTDCPDB,Oracle Redo Logs, Many redo log space requests have been issued on Oracle Database AWS+AF8-CBS+AF8-Reporting+AF8-DB:1665:KBZRPTDCPDB
Critical,Oracle+AF8-Gold+AF8-Gate+AF8-ex,AWSCBS+AF8-Reporting+AF8-GG,GoldGtLogTest+AF8-ex, Lagging checkpoint duration is high  +AHs-REPLICAT/RLOTND+AH0-
Minor,Oracle Database,AWS+AF8-CBS+AF8-Reporting+AF8-DB:1665:KBZRPTDCPDB,Oracle Redo Logs, Many redo buffer entries exist on Oracle Database AWS+AF8-CBS+AF8-Reporting+AF8-DB:1665:KBZRPTDCPDB
Minor,AWS Cloud,bluejay+AC0-workflow+AC0-prod,AWS RDS Events, Many backup +AHs-Summary+AH0-
Minor,AWS Cloud,bluejay+AC0-workflow+AC0-prod,AWS RDS Events, Many backup +AHs-db+AC0-cluster+AC0-snapshot+AH0-
Minor,Oracle Database,New+AF8-CB+AF8-DB:1665:kbzprddcpdb,Oracle Dataguard RPO, Destination has log gap issues for LOG+AF8-ARCHIVE+AF8-DEST+AF8-4 on Oracle Database New+AF8-CB+AF8-DB:1665:kbzprddcpdb
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Jobs, Elapsed time of Oracle job is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Scans, Percentage of long table scans is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Critical,Oracle+AF8-Gold+AF8-Gate+AF8-ex,BI+AF8-Reporting+AF8-Prod+AF8-GG,GoldGtLogTest+AF8-ex, Lagging checkpoint duration is high  +AHs-REPLICAT/RLOTND+AH0-
Critical,Oracle+AF8-Gold+AF8-Gate+AF8-ex,BI+AF8-Reporting+AF8-Prod+AF8-GG,GoldGtLogTest+AF8-ex, Lagging checkpoint duration is high  +AHs-REPLICAT/RLOTNH+AH0-
Minor,AWS Cloud,HRIS+AF8-Prod,AWS RDS Events, Many maintenance +AHs-system+AC0-update+AH0-
Minor,AWS Cloud,HRIS+AF8-Prod,AWS RDS Events, Many maintenance +AHs-Summary+AH0-
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC,Oracle SGA, Parse CPU to parse elapsed ratio is low on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle SQL Workload, Maximum query elapsed time is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle SQL Workload, Query is taking high CPU time on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC,Oracle SGA, Execute to Parse ratio is low on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC
Minor,Oracle Database,AWS+AF8-CBS+AF8-Reporting+AF8-DB:1665:KBZRPTDCPDB,Oracle User Connections, Many blocked connections for user C+ACMAIw-GGUSR on Oracle Database AWS+AF8-CBS+AF8-Reporting+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,AWS+AF8-CBS+AF8-Reporting+AF8-DB:1665:KBZRPTDCPDB,Oracle SQL Workload, Maximum query elapsed time is high on Oracle Database AWS+AF8-CBS+AF8-Reporting+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database on Cloud,APIRDB:1580,Oracle DataFiles, Write rate to datafile o1+AF8-mf+AF8-apidat+AF8-d+AF8-m5t885lp+AF8-.dbf is high on Oracle Database on Cloud APIRDB:1580
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-zb.kbzbank.com,Memory Usage, Memory utilization is high on apisys+AC0-prod+AC0-zb.kbzbank.com
Major,Solaris,BIREPO+AF8-DB+AF8-Node+AF8-1,Disk Space, High disk space usage on /export/home/orarom drive of BIREPO+AF8-DB+AF8-Node+AF8-1
Minor,Solaris,BIREPO+AF8-DB+AF8-Node+AF8-1,Disk Space, High disk space usage on /var drive of BIREPO+AF8-DB+AF8-Node+AF8-1
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Jobs, Elapsed time of Oracle job is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Scans, Percentage of long table scans is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,NetApp Cluster,DR+AF8-NetApp+AF8-Fas+AF8-Backup,FCP Port Performance, Average latency for write operations is high in the FCP +AHs-port.3a +AFs-50:0a:09:81:80:63:2c:23+AF0AfQ-
Minor,NetApp Cluster,DR+AF8-NetApp+AF8-Fas+AF8-Backup,FCP Port Performance, Average latency for write operations is high in the FCP +AHs-port.3b +AFs-50:0a:09:82:80:63:2c:23+AF0AfQ-
Minor,Oracle Cluster,CBS+AF8-DB:1580,Oracle RAC SQL Workload, Maximum elapsed time is high on Oracle Cluster CBS+AF8-DB:1580
Minor,SAP HANA Database,KBZ+AC0-PRD+AC0-DB+AC0-SYSDB:35015,HANA Locks, Average exclusive lock wait time is high on SAP HANA Database KBZ+AC0-PRD+AC0-DB+AC0-SYSDB:35015
Minor,SAP HANA Database,KBZ+AC0-PRD+AC0-DB+AC0-SYSDB:35015,HANA Locks, Average shared lock wait time is high on SAP HANA Database KBZ+AC0-PRD+AC0-DB+AC0-SYSDB:35015
Minor,Microsoft IIS Web,Biz02+AF8-Prod+AF8-DR+AF8-10.11.170.12:80,.NET CLR, Queue length is high +AHs-DefaultAppPool+AFw-w3wp+ACM-10+AH0-
Minor,Microsoft IIS Web,Biz02+AF8-Prod+AF8-DR+AF8-10.11.170.12:80,.NET CLR, Queue length is high +AHs-DefaultAppPool+AFw-Summary+AH0-
Minor,Microsoft IIS Web,Biz02+AF8-Prod+AF8-DR+AF8-10.11.170.12:80,.NET CLR, Queue length is high +AHs-SMSBrix1505+AFw-Summary+AH0-
Minor,Kubernetes Cluster,flexcube+AC0-cbs+AC0-uat+AC0-tkc:6443,K8s Pods by Namespace, There are many waiting containers in pod obic+AC0-interest+AC0-extrp+AC0-service+AC0-9cd9c45b+AC0-v7mpg of namespace javaic on Kubernetes Cluster flexcube+AC0-cbs+AC0-uat+AC0-tkc
Minor,AWS Cloud,apiring+AC0-aws+AC0-prd,AWS RDS Events, Many maintenance +AHs-system+AC0-update+AH0-
Minor,AWS Cloud,apiring+AC0-aws+AC0-prd,AWS RDS Events, Many maintenance +AHs-Summary+AH0-
Major,AWS Cloud,Apigee,AWS EC2 Instance Performance, Actual CPU credit balance is high +AHs-ap+AC0-southeast+AC0-1:+AC0-:i+AC0-04b74635ad73c1a93+AH0-
Critical,Kubernetes Cluster,flexcube+AC0-cbs+AC0-uat+AC0-tkc:6443,K8s Events, Many back+AC0-off restarting failed containers on Kubernetes Cluster flexcube+AC0-cbs+AC0-uat+AC0-tkc
Minor,AWS Cloud,p2p+AC0-sap+AC0-hana+AC0-prd,AWS EC2 Instances, Many instances have been removed recently from AWS Cloud p2p+AC0-sap+AC0-hana+AC0-prd
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC,Oracle SGA, Parse CPU to parse elapsed ratio is low on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC,Oracle SGA, Execute to Parse ratio is low on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle SQL Workload, Maximum query elapsed time is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle SQL Workload, Query is taking high CPU time on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-za.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSCustomerServiceBalance+AF8-1528+AFw-w3wp+ACM-7+AH0-
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-za.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSCustomerServiceBalance+AF8-1528+AFw-w3wp+ACM-6+AH0-
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-za.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSAccountingService+AF8-1568+AFw-Summary+AH0-
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-za.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSCustomerServiceBalance+AF8-1528+AFw-Summary+AH0-
Minor,AWS Cloud,bluejay+AC0-workflow+AC0-prod,AWS RDS Events, Many maintenance +AHs-system+AC0-update+AH0-
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-za.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSCustomerServiceBalance+AF8-1528+AFw-w3wp+ACM-5+AH0-
Minor,AWS Cloud,bluejay+AC0-workflow+AC0-prod,AWS RDS Events, Many maintenance +AHs-Summary+AH0-
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-za.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSAccountingService+AF8-1568+AFw-w3wp+ACM-13+AH0-
Critical,Kubernetes Cluster,flexcube+AC0-cbs+AC0-mig+AC0-tkc:6443,K8s Events, Many container images are failed to pull/create/start on Kubernetes Cluster flexcube+AC0-cbs+AC0-mig+AC0-tkc
Minor,Oracle Database,AWS+AF8-CBS+AF8-Reporting+AF8-DB,I/O Waits, High CPU utilization when waiting for I/O on AWS+AF8-CBS+AF8-Reporting+AF8-DB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Scans, Percentage of long table scans is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Microsoft IIS Web,Biz02+AF8-Prod+AF8-DR+AF8-10.11.170.12:80,.NET CLR, Queue length is high +AHs-SMSBrix1505+AFw-Summary+AH0-
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC,Oracle SGA, Parse CPU to parse elapsed ratio is low on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC,Oracle SGA, Execute to Parse ratio is low on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle SQL Workload, Query is taking high CPU time on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,gsysdr:1880:gsysdr,Oracle Jobs, Elapsed time of Oracle job is high on Oracle Database gsysdr:1880:gsysdr
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle SQL Workload, Maximum query elapsed time is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle User Connections, Many blocked connections for user C+ACMAIw-GGUSR on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,gsysdr:1880:gsysdr,Oracle Jobs, CPU usage of Oracle job is high on Oracle Database gsysdr:1880:gsysdr
Minor,Oracle Database on Cloud,APIRDB:1580,Oracle Redo Logs, Many redo buffer entries exist on Oracle Database on Cloud APIRDB:1580
Minor,Oracle Database on Cloud,APIRDB:1580,Oracle Redo Logs, Many redo log space requests have been issued on Oracle Database on Cloud APIRDB:1580
Minor,Solaris,BIREPO+AF8-DB+AF8-Node+AF8-1,Disk Space, High disk space usage on /export/home/oracle drive of BIREPO+AF8-DB+AF8-Node+AF8-1
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Redo Logs, Many redo buffer entries exist on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Redo Logs, Many redo log space requests have been issued on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Critical,Oracle+AF8-Gold+AF8-Gate+AF8-ex,AWSCBS+AF8-Reporting+AF8-GG,GoldGtLogTest+AF8-ex, Lagging checkpoint duration is high  +AHs-REPLICAT/RLOTNA+AH0-
Critical,Oracle+AF8-Gold+AF8-Gate+AF8-ex,AWSCBS+AF8-Reporting+AF8-GG,GoldGtLogTest+AF8-ex, Lagging checkpoint duration is high  +AHs-REPLICAT/RLOTNF+AH0-
Critical,Oracle+AF8-Gold+AF8-Gate+AF8-ex,AWSCBS+AF8-Reporting+AF8-GG,GoldGtLogTest+AF8-ex, Lagging checkpoint duration is high  +AHs-REPLICAT/RLOTNG+AH0-
Major,Oracle Database,ONPREM+AF8-KBZPRDSTBY+AF8-CDB,Memory Usage, Memory utilization is high on ONPREM+AF8-KBZPRDSTBY+AF8-CDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Sessions, Many blocked sessions on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Kubernetes Cluster,NewCoreBankingProdEnv:443,K8s Pods by Namespace, There are many waiting containers in pod aws+AC0-guardduty+AC0-agent+AC0-mhm56 of namespace amazon+AC0-guardduty on Kubernetes Cluster NewCoreBankingProdEnv
Major,Oracle Database,ONPREM+AF8-KBZPRDDCPDB+AF8-PDB,Memory Usage, Memory utilization is high on ONPREM+AF8-KBZPRDDCPDB+AF8-PDB
Critical,Oracle Database,ONPREM+AF8-KBZPRDSTBY+AF8-CDB:1580:KBZPRDSTBY,Oracle DataGuard RTO, Redo apply lagging duration is high on Oracle Database ONPREM+AF8-KBZPRDSTBY+AF8-CDB:1580:KBZPRDSTBY
Critical,Oracle Database,ONPREM+AF8-KBZPRDSTBY+AF8-CDB:1580:KBZPRDSTBY,Oracle DataGuard RTO, Redo transport lagging duration is high on Oracle Database ONPREM+AF8-KBZPRDSTBY+AF8-CDB:1580:KBZPRDSTBY
Minor,Kubernetes Cluster,flexcube+AC0-cbs+AC0-uat+AC0-tkc:6443,K8s Pods by Namespace, There are many waiting containers in pod obic+AC0-interest+AC0-extrp+AC0-service+AC0-9cd9c45b+AC0-lp257 of namespace javaic on Kubernetes Cluster flexcube+AC0-cbs+AC0-uat+AC0-tkc
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Scans, Percentage of long table scans is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Critical,External Web,QMS:443,HTTP, TCP connection failed when accessing the web page QMS+AC0-Portal. This is affecting External Web QMS
Critical,External Web,QMS:443,HTTP, The web page QMS+AC0-Portal is not available for external access. This is affecting External Web QMS
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC,Oracle SGA, Parse CPU to parse elapsed ratio is low on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC,Oracle SGA, Execute to Parse ratio is low on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC
Minor,Oracle Database,gsysdc:1880:gsysdc,Oracle Jobs, Elapsed time of Oracle job is high on Oracle Database gsysdc:1880:gsysdc
Minor,Oracle Database,gsysdc:1880:gsysdc,Oracle Jobs, CPU usage of Oracle job is high on Oracle Database gsysdc:1880:gsysdc
Critical,Oracle+AF8-Gold+AF8-Gate+AF8-ex,BI+AF8-Reporting+AF8-Prod+AF8-GG,GoldGtLogTest+AF8-ex,TimeSinceLastChckPoint  +AHs-REPLICAT/RLOTNG+AH0-
Critical,Oracle+AF8-Gold+AF8-Gate+AF8-ex,BI+AF8-Reporting+AF8-Prod+AF8-GG,GoldGtLogTest+AF8-ex,TimeSinceLastChckPoint  +AHs-REPLICAT/RLOTNH+AH0-
Critical,Oracle+AF8-Gold+AF8-Gate+AF8-ex,BI+AF8-Reporting+AF8-Prod+AF8-GG,GoldGtLogTest+AF8-ex,TimeSinceLastChckPoint  +AHs-REPLICAT/RLOTNA+AH0-
Critical,Oracle+AF8-Gold+AF8-Gate+AF8-ex,BI+AF8-Reporting+AF8-Prod+AF8-GG,GoldGtLogTest+AF8-ex,TimeSinceLastChckPoint  +AHs-REPLICAT/RLOTNF+AH0-
Critical,Oracle+AF8-Gold+AF8-Gate+AF8-ex,BI+AF8-Reporting+AF8-Prod+AF8-GG,GoldGtLogTest+AF8-ex,TimeSinceLastChckPoint  +AHs-REPLICAT/RLOTND+AH0-
Critical,Oracle+AF8-Gold+AF8-Gate+AF8-ex,BI+AF8-Reporting+AF8-Prod+AF8-GG,GoldGtLogTest+AF8-ex,TimeSinceLastChckPoint  +AHs-REPLICAT/RLOTNB+AH0-
Critical,External Web,ibanking:443,HTTP, TCP connection failed when accessing the web page HomePage. This is affecting External Web ibanking
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle SQL Workload, Maximum query elapsed time is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle SQL Workload, Query is taking high CPU time on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Major,Oracle+AF8-Gold+AF8-Gate+AF8-ex,Tanzu+AF8-CBS+AF8-Reporting+AF8-GG+AF8-PT,GoldGtLogTest+AF8-ex, Lagging checkpoint duration is high  +AHs-REPLICAT/RLOTF+AH0-
Major,Oracle+AF8-Gold+AF8-Gate+AF8-ex,Tanzu+AF8-CBS+AF8-Reporting+AF8-GG+AF8-PT,GoldGtLogTest+AF8-ex, Lagging checkpoint duration is high  +AHs-REPLICAT/RLOTG+AH0-
Major,Oracle+AF8-Gold+AF8-Gate+AF8-ex,Tanzu+AF8-CBS+AF8-Reporting+AF8-GG+AF8-PT,GoldGtLogTest+AF8-ex, Lagging checkpoint duration is high  +AHs-REPLICAT/RLOTD+AH0-
Major,Oracle+AF8-Gold+AF8-Gate+AF8-ex,Tanzu+AF8-CBS+AF8-Reporting+AF8-GG+AF8-PT,GoldGtLogTest+AF8-ex, Lagging checkpoint duration is high  +AHs-REPLICAT/RLOTB+AH0-
Major,Oracle+AF8-Gold+AF8-Gate+AF8-ex,Tanzu+AF8-CBS+AF8-Reporting+AF8-GG+AF8-PT,GoldGtLogTest+AF8-ex, Lagging checkpoint duration is high  +AHs-REPLICAT/RLOTA+AH0-
Major,Oracle+AF8-Gold+AF8-Gate+AF8-ex,Tanzu+AF8-CBS+AF8-Reporting+AF8-GG+AF8-PT,GoldGtLogTest+AF8-ex, Lagging checkpoint duration is high  +AHs-REPLICAT/RLOTE+AH0-
Major,Oracle+AF8-Gold+AF8-Gate+AF8-ex,Tanzu+AF8-CBS+AF8-Reporting+AF8-GG+AF8-PT,GoldGtLogTest+AF8-ex, Lagging checkpoint duration is high  +AHs-REPLICAT/RLOTH+AH0-
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Redo Logs, Many redo log space requests have been issued on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Redo Logs, Many redo buffer entries exist on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Major,Oracle Database,AWS+AF8-CBS+AF8-Reporting+AF8-DB,System Details, CPU utilization is high on AWS+AF8-CBS+AF8-Reporting+AF8-DB
Minor,Oracle Database,eG+AF8-Backend+AF8-DB:1521:egrepdc,Oracle User Connections, Many blocked connections for user egurkha on Oracle Database eG+AF8-Backend+AF8-DB:1521:egrepdc
Major,Oracle Database,AWS+AF8-CBS+AF8-Reporting+AF8-DB,I/O Waits, High CPU utilization when waiting for I/O on AWS+AF8-CBS+AF8-Reporting+AF8-DB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Jobs, Elapsed time of Oracle job is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Kubernetes Cluster,NewCoreBankingProdEnv:443,K8s Pods by Namespace, There have been many container termination failures for pod aws+AC0-guardduty+AC0-agent+AC0-mhm56 of namespace amazon+AC0-guardduty on Kubernetes Cluster NewCoreBankingProdEnv
Major,Oracle Database,New+AF8-CB+AF8-CDB:1665:KBZPRDDC,Oracle Dataguard Status, Destination status LOG+AF8-ARCHIVE+AF8-DEST+AF8-4 is abnormal on Oracle Database New+AF8-CB+AF8-CDB:1665:KBZPRDDC
Minor,Kubernetes Cluster,flexcube+AC0-cbs+AC0-uat+AC0-tkc:6443,K8s Pods by Namespace, There are many waiting containers in pod obic+AC0-interest+AC0-extrp+AC0-service+AC0-9cd9c45b+AC0-v7mpg of namespace javaic on Kubernetes Cluster flexcube+AC0-cbs+AC0-uat+AC0-tkc
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Scans, Percentage of long table scans is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle SQL Workload, Maximum query elapsed time is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC,Oracle SGA, Parse CPU to parse elapsed ratio is low on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle SQL Workload, Query is taking high CPU time on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC,Oracle SGA, Execute to Parse ratio is low on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC
Minor,Oracle Database,ONPREM+AF8-KBZPRDDCPDB+AF8-PDB:1580:KBZPRDDCPDB,Oracle DataGuard RTO, Redo transport lagging duration is high on Oracle Database ONPREM+AF8-KBZPRDDCPDB+AF8-PDB:1580:KBZPRDDCPDB
Critical,Oracle Cluster,RPTDB+AF8-DC:1580,Oracle RAC ASM Disk Space, Space usage RECOC2 is high on Oracle Cluster RPTDB+AF8-DC:1580
Minor,AWS Cloud,bluejay+AC0-workflow+AC0-prod,AWS RDS Events, Many maintenance +AHs-system+AC0-update+AH0-
Critical,Kubernetes Cluster,flexcube+AC0-cbs+AC0-uat+AC0-tkc:6443,K8s Events, Many back+AC0-off restarting failed containers on Kubernetes Cluster flexcube+AC0-cbs+AC0-uat+AC0-tkc
