original_index,text,label
4448,ဒီ မှာ ကြည့် ထား,no
4896,မ ဘောပြေးမ မ,po
4067,မယားငယ်မ သူများလင်မှခံတွင်းတွေ့ လင် မ လင် ဖြတ်ခုတ် ခိုးစား ဒုတ်ကြောင်မ,ab
6459,အမြင်ကတ် အရွံဆုံး ပဲ စူးရောက်,ab
5697,စစ်တပ် ကို ကြောက် လို့ ပေါ့ ဒါ ဆို နင် တို့ ဟာ လည်း ကိုးကွယ် စရာ များ တာ,no
6237,ပဲ စိတ်ပျက်,ab
1234,ကျွန်မ အိမ်ခေါင်မိုး ပေါ် က ခို လေး ပျံ ပြေး သွား ပြီ သူ့ ထက် ညည်း နိုင် တဲ့ လူ ကို တွေ့ လို့ အရှုံးပေး ပြီး ပျံ သွား တာ ထင် ပါ ရဲ့,no
3889,ဘောမ ဘုမသိဘမသိ,po
4197,အဆင်လေး ဆို ပြီး လှည့်ကြည့် မိ ရင် တော့ ... အမှား ကြီး မှား ပြီ ပဲ 😂 😂 😂,no
5274,မအယ်ယိုး $သခေါမ လင် $ဂျပု ကမကလ ပဲ,po
6311,Lashio က လား မန္တလေး က ဆိုရင် မနက်ဖြန် မနက် ဆို တာ နဲ့ ဆိုင် ဖျက် ပေး လိုက် လို့ ရ တယ်,no
2341,လောက် ရူးကြောင်ကြောင် ငရဲသွားမယ့်ကောင်,ab
2388,ခွေး ပဲ လုပ် အညိုး ဘာဂျာ အာပလာ,po
6621,ဗုံးလာကြဲ အသက်ပျောက် မ,ab
3384,စောက်ကျင့် ရွံ မ,ab
2281,ဖာသယ်မ ပဲ,ab
5960,အရောင် ဆိုး စေ တယ် ဆို တာ သိ သလား,no
4835,ဖလမသား,ab
1878,OTS ကလေး မ ကလေး ကလေး မ ထရွ,ab
3477,စပ့,ab
1140,လုပ် မီးရှို့သတ်,po
6041,ဆောက်စကား ရွံ ပဲ ရွံ ဖောက်ပြန် ရွံ,ab
1513,စောက်ခွက်ပြောင် မအလ လီး ပဲ,ab
5123,စိတ်ညစ် ဖို့ အရမ်း ကောင်း တယ် ကြည့် တဲ့ သူ မျက်နှာ ပူ တယ် လူငယ် တွေ ကြည့် ပြီး အတု မ ခိုး ကြ ပါ နဲ့ မြန်မာ လူမျိုး ဖြစ် ပြီး ရိုက် သင့် မ ရိုက် သင့် စဉ်းစား ကြ ပါ ဒါ ကျတော့ ရိုက် ရ တယ် လား ဆင်ဆာ ပေး ကြ တယ် လား ပြန် လည်း ကြည့် ကြ ပါ ဦးနှောက် ပါ တယ် ဆို လူ တိုင်း မိန်းကလေး ဖင် တွေ အတုယူ ပြီး လိုက် ရိုက် နေ ရင် တော့ ဆိုး နေ ပြီ ကြိုက် တဲ့ သူ က လည်း ဘာ ကို ကြည့် ကြိုက် တာ လဲ သိ ချင် ပါ တယ် မန့် တွေ့ ရင် ဖြေ ပေး ခဲ့ ကြ ပါ နားမလည် လို့,no
6549,မ မ မ စောက်ဒုက္ခရောက် မအေလိုး,ab
2530,ဘယ် သူ့ ကို မှ အကြာ ကြီး မ ထား,no
6629,sကျင့်ယုတ်,po
1226,ဒါပေမဲ့ သူ တို့ နိုင်ငံ တိုးတက် တယ် ကွာ အလုပ် တွေ ပေါ လို့ တို့ ဆီ က လူ တွေ သွား လုပ် ရ တယ်,no
4909,မအေဠိုး စောင်ခွက် ကျက်သရေစယုတ်,ab
1973,ခေါင်းထဲမှာချီး ပဲ,ab
3258,အခုတလော ပွဲ တွေ တအား ပေါ လာ တယ် နော်,no
3482,ကြောက် ဖို့ ကောင်း တဲ့ ယောက်ျား တွေ ပါ လား လင် ယူ ရ မှာ တောင် ကြောက် လာ ပြီ တစ် ယောက် တည်း ပဲ ကောင်း တယ်,no
6469,အဘ သမီး လေး မွဲ နေ ပြီ ပဲ သနား ပါ တယ် မျက်ရည် ပိစိလေး နှစ် စက် အဟင့် အဟင့် 😭 😭 😭 😭,no
6707,လူဆိုး လူမိုက် မိုက်ရိုင်း မအေလိုး မအလ လီး ပဲ မအလ မ,po
6021,အစ်ကို ရေ ဝတ် ထား တဲ့ အင်္ကျီ ကို တော့ ကြိုက် တယ် ဗျာ,no
1010,မအလ လုပ် ပဲ မ လုပ် မ,po
3946,အမှန်တရား ဘက် က ရပ်တည် ပြီး မိဘ ကို စောင့်ရှောက် ရင် ဘာဘူ ဘ၀ ဒီ ထက် မ က အောင်မြင် အေးချမ်း မှာ ပါ ကောင်းကျိုး လုပ် သူ ကောင်း မြတ် ခြင်း ဖြင့် ပြည့်စုံ ပါ စေ ။,no
2672,ချီးစား မအေလိုး မ မ,ab
3030,စောက်တောသား စောက်ဆံ စောက်လုံးကိုနောက် ပဲ လင် လိုး စောက်လုံးကိုနောက် ပဲ,ab
283,စောက်ခွက် မ,ab
2713,ရိုင်း လိုက် တာ နာမည် ကြီး ချင် ပြီး ဘဝ ကို အပျက် ခံ တာ လား,no
3999,အမ ကို တော့ နားလည် တယ် အမ ယောက်ျား ပြော တာ တွေ က ရီ နေ ရ လို့ ကန်တော့ ပါ နော် အမ ၊ အမ ကို ရီ တာ မ ဟုတ် ဘူး နော် အမ,no
6375,ဖင်ဗြဲ,ab
4192,$ပေါ,ab
4552,ပဲ ငတ် ပဲ ပဲ အမွဲဆုံး,ab
5976,Pharrgaung အယုတ်တမာ lee,ab
1552,သောက်ခွက် သောက်ခွက် ဖြတ်ကန်,po
990,သောက်ရူး သောက်ရူး ပဲ,po
1435,ကောင်မ ဗိုလ်ကုံး ပဲ စစ်ခွေး တောင် ဘောယပ်,po
3121,မ လုပ် မင်းမေသပတ်,po
5580,ခွေးစစ်တပ် ငတ် ပဲ လုပ် ခွေးမသား,po
231,ဘော ပဲ,ab
4176,ဇွတ် ကြွယ် တာ နော် မေး မိ တဲ့ သူ ရှိ လား ရှိ ရင် လုပ် ချင် လို့,no
1831,မသာ ကိုက်,ab
4170,ဆိုင် လိပ်စာ သိ ချင် တယ် ဘယ်နှ နာရီ ဖွင့် လဲ 😋,no
5636,အော် အမှန်တရား ဆို တာ မ ရှိ တော့ ပါ လား ကွယ်,no
6335,ဘာ သဘော နဲ့ အဲ့ vd ရိုက် တာ လဲ ဘာ လို့ ငါ က ခု မှ ကြည့် ရ တာ လဲ 😭,no
4152,မ သတ် သတ်,po
4585,ပေါကား တွေ ပေါသီချင်း တွေ ပါ မ ဆုံး တော့ တဲ့ မြန်မာ ပြည်,no
2293,တောင်ကြီး သား တွေ လွင့် နေ တာ ဟ,no
4318,ဖာတန်း ပဲ,ab
358,အမ ရေ အဲ့လို လူမျိုး တွေ က လူ့ လောက ရဲ့ အညှီအဟောက် သာသာ တွေ ပါ များများ တင် အဲ့ဒါ မှ လူ ပို သိ မှာ,no
6124,သောက်ခွက်,po
5510,မိမဆုံးမဖမဆုံးမ ဖာသည် ပဲ စောက်ဆင့် မ,ab
2255,အကြောတင်း ပဲ လောက် စောက်ချိုးမပြေ,ab
960,ချ စောက်သိက္ခာ အသုံးမကျ ပဲ မအလ ငရဲမြန်မြန်သွား ပဲ,po
248,စောက်ကောင်မ,ab
6102,ပုံ တစ် ပုံ က အသက် နော် 🤣 🤣,no
4163,သူ့ ခေါင်း မှာ ဘာ တပ် ထား လဲ ပဲ စိတ်ဝင်စား တယ်,no
6785,ခွေးမင်းသား ပဲ မ,ab
4892,ဘောမ ပဲ,po
4682,လီး လုပ် မ ကိုမေကိုလိုး,ab
1197,စခ ဘောမ,po
6196,မြေ မ မြို ဘူး လား,no
4345,စောက်အာဏာရှင် ပဲ,po
5370,အောက်တန်းစား,ab
174,ဆရာမကြီး လုပ် ပြီး ပြော တဲ့ သူ တွေ ကို ဟန့် နေ တဲ့ မေဒိကား က တစ် ယောက် ရှိ တယ် နော်,no
3844,ကျွန် အရူး ရူး ရူး,po
4970,ခရေpay,ab
238,အကြမ်းဖက် မ အကြမ်းဖက် ပစ် သတ်ပစ် အကြမ်းဖက် ခိုင်းဖတ် စောက်သုံးမကျ ခံ ပဲ,po
6729,ကောင်မ ဘောမ ခွေးမ,po
1168,မအလ စစ်ခွေး ကလေး မ,po
2100,စစ်ခွေး စစ်ခွေး လုပ် ပဲ ဇော်မဲလုံး ပဲ,po
3218,လူမိုက် စစ်ခွေး,po
1423,ကြောက် စရာ ကြီး နော်,no
119,တင်ဆက် တဲ့ အကို ကြီး ချော တယ် နော်,no
5178,ဖင်တစ်ခါloe ဖြတ် loe,ab
2036,ပြော နေ တဲ့ ကောင် က လည်း စဉ်းစား ပြီး မှ ပြော ဟ,no
3688,ကလေး က ကလေး လို မ နေ ဘူး,no
6805,မအေးလိုး စော်ကား ခွေးသူတောင်းစား,ab
2285,စစ်ခွေး ကလေး,po
3582,ဂျင်း ထည့် နေ တာ များ မ သိ ရင် ငါ တို့ က ကျောင်း မ တက် ဖူး တဲ့ ကောင် ကြီး တွေ ကျ နေ တာ ပဲ,no
6699,မြန်မာ ပြည် မှာ တော့ မ တင့်တယ် ဘူး ထင် တာ ပဲ အနုပညာ နဲ့ မ တူ ဘူး ထင် တယ် အနောက် နိုင်ငံ တွေ ရဲ့ ယဉ်ကျေး မှု နဲ့ မြန်မာ့ ယဉ်ကျေး မှု ကွာ သလား လို့ ပါ,no
361,ဖင်ကယား ထည့်,po
2730,ကိုယ် ပြ တဲ့ ပုံစံ နဲ့ လုပ် ပေး တဲ့ ပုံစံ မ တူ ရင် ငါ လည်း တကယ် စိတ်တို တယ် ဟုတ် တယ် 😁,no
890,သေလိုက် အားယား ဟာမ,ab
3836,ထိုင်း က အမေရိကန် နဲ့ ပူးပေါင်း ပြီး မြန်မာ့ အရေး ကို ထိရောက် မှု ရှိ အောင် ဘာ ကူညီ နေ လို့ လဲ လူသား ချင်း ရှုထောင့် အနည်းအကျဉ်း ကို ကူညီ တာ က လွဲ ရင် ပေါ့,no
6575,ချီးထုပ် ပဲ,ab
4400,စစ်ခွေး thet မ thet မ အာဏာရူး ပဲ,po
6801,စောက်ကြောင်း ပဲ,ab
814,မ သေ အ သေ မ သေ သေ ခံ အရီးဒေါ်ပု zeee,po
349,နိုင်ငံရေး အသုံးနှုန်း ကို နားမလည် ရင် အစ တည်းက ထိကပါးရိကပါး မ ရေး နဲ့ ပေါ့ အဲ့ post စ မြင် ကတည်းက အား မ ပေး တော့ တာ,no
