text,label,original_index
အာဆီယံ က လ ဥပဒေ တွေ က လည်း သောက်ဆန်းကြီး တွေ ဟ🤣🤣🤣 လွှတ်တော် ထဲ မှာ ဘယ် သူ မှ မဲ မ ပေး ရ ဘဲ မိန့်မိန့်ကြီး တွေ ထိုင် နေ တဲ့ ကောင် တွေ က မွေးရာပါ စောက်ရှက် ကို မ ပါ တာ လား မ သိ ပါ ဘူး အမတ် ဆို တဲ့ ကောင် တွေ အတော်များများ က လည်း ဒီနေ့ လွှတ်တော် မ တက် ဘူး ဆို ပဲ ငါလူးမ တို့ နိုင်ငံ က ကောင် တွေ ဆီ က မိတ္တူ များ ကူး ထား သလား အောက်မေ့ ရ တယ် 🤣🤣🤣,po,218
အမ ရယ် ဒီ လို ယောကျာ်း မျိုး နဲ့ ကွဲ သွား တာ လည်း ကောင်း ပါ တယ် အမ အစား ဟို မိန်းမ က ခံ ပေး နေ တယ် သာ သဘောထား 😆 မိန်းမ တစ် ယောက် က ယောက်ျား ရဲ့ ဖောက်ပြန် တာ ခံ ရ လို့ စိတ်ညစ် နေ တာ ကို သူ့ ဖက် က ပြန် ပြော တာ တွေ ဖတ် ပြီး ဘယ်လို လူစား လဲ တန်း သိ ရ တယ် ကွဲ လိုက် တာ တကယ် ဝမ်းသာ တယ် နိုင်ငံခြား မှာ သူ့ ထက် သာ တဲ့ သူ နဲ့ အမြန်ဆုံး ဆုံတွေ့ နိုင် ပါ စေ,no,1982
အာရုံ တစ် ခု တည်း ထား ပါ တဲ့ ဆို တဲ့ သုတ်ကြောင် စကား က တစ် မျိုး နောက် ပြီး မနာလို တယ် ဆို ရ အောင် ဘယ်တုန်းက မှ မ သိ ဘူး အခု မှ သိ တယ်,ab,878
သတ် ရဲ တဲ့ သူ တွေ က မသေရဲတော့ဘူးလား,po,5013
ခွေးစစ်အုပ်စု ဝါဒ ဖြန့် သက်သက် သာ လက်နက်ကိုင် အချင်းချင်း သွေးခွဲ ပါတီ အချင်းချင်း သွေးခွဲ ပြည်သူ အချင်းချင်း ကြား သွေးခွဲ သူလျှို ဒင်း တို့ စစ် အကြမ်းဖက် အုပ်စု က ဒီ လို ပဲ နှစ် ပေါင်း များစွာ ပြည်သူ နဲ့ အခြား လက်နက်ကိုင် များ ကို သွေးခွဲ အုပ်ချူပ် လာ တာ ဒါ ကြောင့် ဒီ မကောင်းဆိုးဝါး စစ်မိတ္ဆာ ဘီးလူး သရဲ တွေ ကို ဗမာ့ မြေ ပေါ် က နေ အပြီးတိုင် ဖယ်ရှား ပစ် မှ နိုင်ငံ အေးချမ်း မယ် စစ်ခွေး နိဂုံး 23,po,2868
ကျွန်မ တို့ က မိဂေါင်း-င်ခံ အဲ့ လေ မိကောင်းဖခင် သား သမီး နော် 🤣,ab,5923
ဒီ က လူ တွေ က သူ တို့ စောက်ထင်ကြီး မိ ပြီ ဆိုရင် ဘာ တွေ လုပ်လုပ် ကို မ ဖြစ် နိုင် ဘူး မ ဟုတ် ဘူး ဇွတ် ထိုင် ငြင်း ကာကွယ် ပေး တာ နော် ကာယကံရှင် တွေ က သူ တို့ တောင် ထွက် ရှင်း စရာ မ လို ဘူး,ab,4781
စောက်ပို အပြည့်အဝ တင် လိုက် အေ အေနိုး,ab,2846
အဲ့လို ပဲ နော် ဘောမ တွေ ဆို တာ က ဘောမ ဖို့ လောက် ပဲ သိ တယ် ပြီး ကျ ရင် လည်း ဖင်ကုန်း ဖို့ မ မေ့ နဲ့ နော် ကြား လား 🤣 🤣 😂 😁 😁 😁,po,3345
ကိုယ့် ဖြစ်တည် မှု ကို လက်ခံ နိုင် ရ တယ် နင် က အော်ဂလီဆန် လွန်း တယ်,ab,1121
စောက်ပို တွေ ပြော တဲ့ အမတ် ဘာ မှ မ ဖြစ် သေး လို့ ဖြစ် ကြည့် သူ တို့ အာဏာ ထိ ကြည့် ထိုင်း စစ်တပ် လည်း သတ် မှာ စစ်အာဏာရှင် မှန် သမျှ အတူတူ ပဲ,po,3260
မိဘ ဆီ က ရော မောင်နှမ တွေ ဆီ က ရော ဆရာ ဆရာမ တွေ ဆီ က ရော လက်ဖြန့် တောင်း နေ ရ တာ 🥹,no,4548
အား နေ ရင် လူ အမြဲ လုပ် ချင် နေ တဲ့ ကောင်,ab,3713
၀ဋ်ကြွေး ရှိ လို့ လည်း နင် လူ ဖြစ် လာ တာ လေ အသက် က လီး လောက် နဲ့ စောက်ကြီးစောက်ကျယ် တွေ ပြော ပြီ,ab,1160
လူငယ် တွေ ကို နေရာ မ ပေး ချင် ရင် ဘာ ဖြစ် လို့ ရွေးကောက်ပွဲ တွေ လုပ် နေ လဲ စပ တဲ့ မှ ပဲ 😬😬😬😬,po,1972
$ရူး တွေ,ab,3504
$ရှက်ခွဲ တာ မ လုပ် သင့် $ဟာမ က လည်း ဘာ တွေ ပြော ထား လဲ မ သိ,ab,510
မဖြိုး ရေ လူ ဘာ မှ မ ဖြစ် လို့ တော်သေး နော် မ တန် လိုက် တာ အဲ့လို မျိုး နဲ့ ရိုက် ခံ လိုက် ရ တာ,no,4598
ငါ့လိုးမ ဘယ် ပိုက်ဆံ နဲ့ သွား ဝယ် ရ မှာ လဲ စောက်ပေါ ကြီး တွေ မင်း တို့ လို အာဏာရူး တွေ လို ပြည်သူ တွေ ပိုက်ဆံ မ ရှိ ဘူး ဟ,po,1338
အရောင် ဆိုး စေ တယ် ဆို တာ သိ သလား,no,5960
Kmkl တွေ အကုန် leeee pl လျှပ်စစ် ဝန်ကြီးဌာန က kmkl တွေ အကုန် lee pl,ab,1450
စပတ် ကို အာ နေ တာ ပဲ,ab,2310
မ ပူ နဲ့ သူ တို့ က ကံကောင်း တယ် သူ တို့ ဆီ မှာ မြန်မာ က လို အရာရာ လိုက် ဖျက်စီး နေ တဲ့ အကြမ်းဖက် သူပုန် တွေ မ ရှိ ဘူး,no,4936
ငါ တို့ ပဲ ကောင်းကောင်း နေ မယ် စား မယ် နင် တို့ ပြည်သူ တွေ စု ပြီး သာ ချို့ချို့တဲ့တဲ့ နေ ကြ စား ကြ ဆို တဲ့ သဘော ပါ ပဲ အဲ့လို နေ ချင် စား ချင် ငါ တို့ နဲ့ ခွေးမျိုး တူ အောင် လုပ် ဆို ပြီး ဂုဏ်ဆာ ချင် လည်း ဆာ ကြ ဦး မှာ ။,po,2839
လီး စကား တွေ မ ပြော နဲ့ ငါလိုးမ ဒိုင် တွေ,ab,476
ခု မှ ပဲ အား ရှိ တော့ တယ် အမ ရယ် အဖော် ရ သွား ပြီ မ လို့ 😁,no,4888
မယားကြီး နေရာ နေ လိုက် မယ် ၊ မယားငယ် ကို အိပ်ဆေးခတ် ပြီး xာခန်း မှာ ယောက်ျား ၈ ယောက် ကို သလော် ခိုင်း မယ် ရှင်,ab,4008
ဖြစ် နေ တာ တွေ နားမလည် ရင် စပစား ဖော်လော်မော် မသော်မော်,ab,2760
မဲ စာရင်း ထွက် တည်းက အရှုံး အနိုင် ဆို တာ ပြတ်သား စွာ ပေါ်ပေါက် ပြီး သား အဲဒီ တည်းက အစိုးရ ကို တက် ခွင့်ပြု ရ မှာ လေ အခု မှ လွှတ်တော် ထဲ က လူ တွေ ညီညာ မှ ခွင့်ပြု မှာ ဆို တော့ အစ တည်းက ပြည်သူ တွေ ကို နေ ပူ ခံ မိုးရွာ ခံ ပြီး မဲ လာ ထည့် ခိုင်း စရာ လို လို့ လား 🤔 ကိုယ့် ဟာ ကိုယ် ရွေး ကြ လေ 🙄 🙄 ၃ လ စောင့် ခိုင်း တည်းက ဟို ဘက် ခြံ က ခွေး တွေ လို ချိုး တော့ မယ် ဆို တာ 😏 😏,po,4423
ကိုယ့် လူမျိုး အချင်းချင်း ကို ကူညီ ပါ မ နှိမ့် ပါ နဲ့ တရား သော နည်းလမ်း နဲ့ ဆုံးဖြတ် ပေး ပါ အဲ့ မျက်နှာ တွေ ကို ငါ့ တော့ ပိတ်ရိုက် ချင် တယ်,ab,4705
ကလေး က ကာကွယ် ချင် စိတ် ရှိ တာ နဲ့ လုပ် နေ တဲ့ ပုံ က စောက်ရူး လို ကျပ်မပြည့် သလို ပဲ ကျပ် ပြည့် တဲ့ ကလေး အဲ့လို မ လုပ် ဘူး သန္ဓေမကောင်း တာ သိသာ တယ် အမ,ab,2654
အခွင့်အရေး တွေ ကို ဘာ မ ဟုတ် တာ နဲ့ မ ဆုံးရှုံး ချင် လို့ တဲ့ ငါ့လခွီး အသက် ပေး နေ တဲ့ လူ တွေ က ပျော် နေ လို့ လား စစ် တလရ ဖြစ် နေ တာ သိ လား ဖြစ် နေ တဲ့ ပြဿနာ တွေ ကို နားမလည် ဘူး တဲ့ စိတ်ချမ်းသာ တယ် $ရှက် လည်း မ ရှိ ဘူး ဖေလိုးမ ဒါ နဲ့ စကား ကို ဖြေးဖြေး ပြော အသက် လည်း ရှူ ပါ ဦး ဖလမ ရယ်,po,3553
မနေ့ တည်းက tt မှာ တွေ့ လိုက် တည်း က စိတ်ညစ် နေ တာ လာ ပြန် ပြီ 😏 😏,no,6560
အော် ဘယ်သူ တွေ များ လဲ လို့ ရှမ်း ပြည်နယ် ကိုယ်စားပြု ကိုး 😁 😁 😁,no,6750
