text,label
စောက်ကလေး ဖင်ကုန်းပြ ဝါးရင်းတုတ်နဲ့အားထည့်ပြီးhtoeချ,ab
မြိန် စရာ ကြီး ဝယ် စား မှ ရ တော့ မယ် လုပ် စား လို့ မှ မ တတ် တာ 😁,no
မိုက်ရိုင်း အောက်တန်းကျ,ab
ငွေ ရှင်း ပြီး မှ ဇွတ်အတင်း ထပ် တောင်း တာ နော်,no
မ မှန်း လုပ် ဖော်လော်ကော်မ မ ဆဲ စောက်ကောင်မ,ab
ပြော ပြ လိုက် လူ တွေ က သေချာ နားမလည် ဘဲ လေးစား နေ ကြ တယ် 😂 😂 အဲ့ဒါ တွေ က အာဏာရှင် တွေ ဟဲ့ 😡,no
ခံ,ab
မိုက်ရိုင်း စောက်ရှက်,ab
စောက်သုံးမကျ ရွံ,ab
ဖြတ် လီးလီးလားလား ခွေး,ab
စောက်ရုပ် ဖာခေါင်း တောင် မ ပေါက်,bo
ေ-ာက်မြင်အကတ်ဆုံး ပဲ,ab
သောက်ပို တွေ ပါ ကွာ ကာယ အချိန် က ငါ တို့ မှာ မြတ် နှုတ် နေ တုန်း 🥲,no
မင်း တို့ ဟာ က လဲ ကွာ ၁၃  တွေ သိက္ခာကျ တယ် တခြား လိုင်း တွေ နဲ့ လွင့် လို့ ရ ပါ တယ် ကွာ ဒါ ပဲ တတ် တာ လား,no
စကား ပြော တာ လေး လုံး မ ကွဲ ဘူး လိုရင်း ကို မ ပြော,no
မသာမ မ ဖင်တောင် မဲဖောက် စောက်ရူးမ စောက်ရှက် စောက်ဆင့် မ,ab
လုပ် မ မ လုပ် ngarမloe,ab
သုတ်ကြောင် ဒုတ်ကြောင် မ ထည့် မိုက်ရိုင်း မ သုတ်ကြောင် ကြောင်,ab
စည်းစိမ် တွေ သိပ် မ ကျန် တော့ လို့ ဟို ဘဲကြီး က မင်္ဂလာ ပွဲ ဖျက် လိုက် တာ လား မ သိ ဘူး 🙁☹️,no
မ မ ပဲ အောက်တန်းကျ,ab
မယားကြီး ရှိ နေ ရဲ့ သား နဲ့ ပေါင်းသင်း နေ ကြ တာ လေ ဟယ် ကွာရှင်း လိုက် တယ် ဆို တာ လည်း အဲ့ မယားငယ် ကြောင့် ပဲ မ လို့ လား,no
လူကမွေးထားတာမဟုတ် သတ်ပစ်,ab
တော်သလင်းလကျနေ,ab
စောက်ရှက်,ab
စောက်ရေးမပါ ဖင်ပိတ်,ab
လဥ ပဲ လီး,ab
တုံးအလွန်းတဲ့ရိုးရာ ပဲ လူရာမဝင်တဲ့ရိုးရာ,ra
မျက်ရည်ချူ ဂွေး,ab
မျက်နှာပြား ခေါင်းပြား မ,bo
ပဲ စောက်ဆင့် စောက်စကား ပဲ 🖕🖕🖕🖕,ab
လုပ် ကြ ဦး ဘာ တွေ ဖြစ် ကုန် ပြီ လဲ,no
Phinတအားယား,ab
ယွ,ab
ဂဏန်း ပဲ ပဲ မ လုပ် မ,po
အောက်ပိုင်းပဲကြည့်မိပြီးချိတ်ထမိန်ကြီးတွေနဲ့ဆိုတော့ပစ်မှားမိသွားလို့,se
မ အနီခွေးမျိုး အရေစုတ် ခွေးမသား ကိုယ်မေကိုယ်ပြန်လိုး ခွေး နီပိတ်,po
ညဘက်အိပ်ယာ၀င်အကွက် ချ,ab
လီး,ab
အကုသိုလ် မျောက်ကိုဇီးကွက်မျက်မှန်တပ်ပေးထားသလိုပဲ ရိုင်း ကန် မ မ ရိုင်း မ,bo
အချိန်တန်ဗိုက်တော့ကြီးမှာပဲ မ,se
ကိုယ်မေကိုယ်Loe တောင်,ab
လုပ် မ ဖြတ် လုပ် မ ဖက်ခရု ပဲ,ab
ရွေးကောက်ပွဲ ဘာလို့ ကျင်းပ ပေး သေး လဲ ကုန်ကျစရိတ် တွေ နှမြော စရာ,no
မ လုပ် အောကား ရိုက် လက်အညောင်းခံပြီးအားကုန်တဲ့အထိ,se
ဘောမ,ab
ပု,bo
တောင် ထမိန်ခေါင်းထဲကမထွက် ချီးကျွေး,po
မအေလိုး လိုး မ လီး ပဲ မင်းမေစက်ပက် ပဲ,ab
မအေလိုး ဖြတ် ပဲ ကောင်းမွန်သောဘဝတွေမရကြပါစေ ဤကျိန်စာသည်,le
လောက် အောက်တန်းကျ မ ခံ မ စောက်မြင်ကပ် မ,ab
ခံ ခံ ကားနေအောင်ကော့နေအောင်ခံပါ ဖော်ကာ,ab
အကြမ်းဖက် ပဲ လင်ငယ်,po
စောက်ကြောတင်း မောက်မာမယ့်အခွက် မ ကြည့်လို့မရ ရွံ,ab
ရွံ တဏှာရူးမရုပ်,bo
မအေလိုး စောက်ရှက် မအေလိုး,ab
ဖင်နာ မ,ab
မ မိုက်ရိုင်း,ab
ဘာ မှ မ ကြား မိ လို့ ပြော ပြ ပါ ဦး,no
မအေလိုး ဖင်ဝိုင်းလိုး,po
ဒလန် သတ်,po
လီးစုပ် မ မေလိုး,ab
ဖင်ခံ ခံ ဖင်လိုး ခံ လိုး ဖင်နာ မ,po
ငလူး,ab
ကဲကဲ ကျောင်း ပြီး ရင် အပြင် သင်တန်း ဖိုး တွေ နိုင်ငံခြား ထွက် ရ မယ့် ဖိုး ပါ ပြင် ထား ဦး,no
မ လုပ် လုပ် မ ပဲ လုပ် မ စစတပ် မအေLoo မ,po
လူမဆန် လုပ်စား ခွေး ငတ် ငတ် ငတ် ကလေး တုံး လုပ် လုပ် အနိုင်ကျင့် မ,po
မဖြိုး ရေ လူ ဘာ မှ မ ဖြစ် လို့ တော်သေး နော် မ တန် လိုက် တာ အဲ့လို မျိုး နဲ့ ရိုက် ခံ လိုက် ရ တာ,no
ဖေလူးမ ရွံ,ab
ကလေး လော်နဲ့ထိုး,ab
kmkl,po
ဆိုး လိုက် တာ ဘုရား မ ကြောက် တရား မ ကြောက်,no
စောက်ရူး မ ကန် ခွေးရူး လုပ်,ab
s မ ခွေး ပဲ မ မအလ ကျက်သရေတုံး မ ဝဋ်,ab
ချီး ဖင် မ,ab
ဒုတ်ကြောင်မ,ab
စောက်ကြည့် တောင် မ စောက်ချိုး မ ဂေး သောက်ရှက်ခွဲ ပြေးထိုး,ab
အဲ့ ဆိုင် က တော့ တစ် ခု ဝယ် ဖူး တယ် နောက် ဘယ်တော့မှ မ လှည့် တော့ တဲ့ ဆိုင် ပဲ customer မှာ အထင်သေး လွန်း လို့,no
မအေလိုး,ab
ဖာချ,ab
အကို က တော့ ညီမ ကို နှမ သား ချင်း စာနာ ရ မယ် ညီမ က အကို တို့ နိုင်ငံရေး ကို မ စာနာ ပေး နိုင် ဘူး 🥲,no
စောက်ရူး ၉တန်းအသိ ၉တန်းအသိ ရူး မ ချ မ အကျိုး တောင် မ မ မ မ မ,re
မ မ မ စောက်ပင် မ 🖕🖕ပဲ,ab
လောက် စုတ်ပြတ်သတ် စောက်ပြိုင်ပွဲ,ab
ပဲ ချီးစား,ab
ချီးတွေပေ,ab
မ ဘဘBall ဘယ်လိုဉာဏ်ရည်နဲ့များလူလာဖြစ် ၅၀၀၀စား,po
အေး ပါ နင် က ဘာ လုပ်လုပ် ဘာ ပြောပြော ချစ်မွှေး ကို မ ပါ တာ,no
စောက်ညဘက် လီး မ မအေနွား ခိုး မှန်း တောင် မ ခိုး ခိုး ဖျက် ကိုယ်ပြုခဲ့တဲ့ကံတွေအတိုင်းခံရစမ်း,le
သောက်ကောင်မ ရိုင်း $ဆင့် မ,ab
စောက်ခွက် ဖြတ်ဖြတ်ကန်,ab
ဘာ လဲ ဟာ မြန်မာ တဲ့ သူ့ အစား ကိုယ် တွေ ရှက် မိ တယ်,no
မအလ သေချင်းဆိုး,po
ဖင်ခံ,ab
မဘသအရိုးကိုက် အပေါက်,re
စစ်ခွေးအ ငပိန်း ငပိန်း မ,po
ဒစ်စုပ်,ab
ဖလမ မ ဆဲ,ab
ဖော်လော်မော် ခံ,ab
ငါ တို့ တုန်း က လည်း စစ်ဆေး ရေး လာ လို့ အမေး ခံ ရ ရင် အဲ့လို ဖြေ လို့ သင် ပေး ခဲ့ တာ တကယ် တော့ ကာယ ချိန် မှာ မြက် နှုတ် ရ တာ ပဲ,no
ဆောက်စကား ရွံ ပဲ ရွံ ဖောက်ပြန် ရွံ,ab
မင်းမေလိုး,ab
Tayလိုက်,ab
အေloe ဝိတ်ပေါ,bo
ထိန်းရတဲ့ဟာကသွင်းတာပဲ,se
စရိုက် ပေါက်လွှတ်ပဲစား မ,ab
လုပ်ကြံ အသံ ပါ သေချာ နားထောင် ကြ အင်း အင်း နဲ့ ဝါးချ နေ တာ,no
ကျွန်မ အမြင် က တော့ အစ်ကို က ချော တယ် ဆို တာ ပဲ မြင် တယ် 🥹,no
စောက်ဆံ စောက်ဆံ ဖျက် မ မ လုပ် စောက်ဆံ မ,ab
ဒုတ် ထည့် လောက်,ab
စမူဆာ,po
ပဲ ဖာခေါင်း မ,ab
ထွီ ကျက်သရေတုန်း fuxk,ab
ဆဲ ဖျက် ကမကလ,ab
အသက် လေး ၁၄  ၁၅ နဲ့ သမိုင်း တွေ ရေး နေ ပြီ ဒါ ကြီး က record ကျန် နေ မှာ နော် အသက် ကြီး လာ ရင် ရှက် စရာ ကြီး ဖြစ် နေ မယ် 😂,no
သောင့်ကျင့် ပဲ တောင် ကူလီကူမာလုပ် လု ပဲ အနိုင်ကျင့် သောင့်စစ်အာဏာရှင် မ,po
ဖာသယ်မ လိမ်,ab
သူခိုး ခိုး,ab
စောက်ပေါ ဆေးကြောင်,ab
မိုက်ရိုင်း စရိုက်ဆန်,ab
မ ဖော်လော်ကော်မ,po
မ စပ,ab
MMSP လောက် ခွဲ စောက်ပို လုပ်,ab
ချ ချ စောက်စိ,ab
ဆောက်ခွက် မ ကျက်သရေတုံး,ab
ရင် ပူ ပါ တယ် ကွယ် ကာလ ကြီး ကို,no
စောက်ချိုး တောင် စောက်ဖက်တောင်မလုပ် အညံ့စားကောင် ပဲ မ အည‌ံ့စား,ab
