Priority,Description,Start Time,Duration
Critical, Lagging checkpoint duration is high  {REPLICAT/RLOTNG}," Aug 01, 2025 22:49 ",1h 49m
Major, Memory utilization is high on ONPREM_KBZPRDSTBY_CDB," Aug 01, 2025 22:49 ",14h 13m
Minor, Many blocked sessions on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 22:49 ",19m 9s
Minor, There are many waiting containers in pod aws-guardduty-agent-mhm56 of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 22:49 ",1h 3m
Major, Memory utilization is high on ONPREM_KBZPRDDCPDB_PDB," Aug 01, 2025 22:49 ",57m 11s
Critical, Redo apply lagging duration is high on Oracle Database ONPREM_KBZPRDSTBY_CDB:1580:KBZPRDSTBY," Aug 01, 2025 22:49 ",10m 1s
Critical, Redo transport lagging duration is high on Oracle Database ONPREM_KBZPRDSTBY_CDB:1580:KBZPRDSTBY," Aug 01, 2025 22:49 ",10m 1s
Minor, There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-lp257 of namespace javaic on Kubernetes Cluster flexcube-cbs-uat-tkc," Aug 01, 2025 22:48 ",14m 32s
Minor, Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 22:48 ",1m 5s
Critical, TCP connection failed when accessing the web page QMS-Portal. This is affecting External Web QMS," Aug 01, 2025 22:47 ",3m 20s
Critical, The web page QMS-Portal is not available for external access. This is affecting External Web QMS," Aug 01, 2025 22:47 ",3m 23s
Minor, Parse CPU to parse elapsed ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 22:47 ",2m
Minor, Execute to Parse ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 22:47 ",2m 4s
Minor, Elapsed time of Oracle job is high on Oracle Database gsysdc:1880:gsysdc," Aug 01, 2025 22:47 ",9m 36s
Minor, CPU usage of Oracle job is high on Oracle Database gsysdc:1880:gsysdc," Aug 01, 2025 22:47 ",9m 36s
Critical,TimeSinceLastChckPoint  {REPLICAT/RLOTNG}," Aug 01, 2025 22:47 ",32m 2s
Critical,TimeSinceLastChckPoint  {REPLICAT/RLOTNH}," Aug 01, 2025 22:47 ",15m 52s
Critical,TimeSinceLastChckPoint  {REPLICAT/RLOTNA}," Aug 01, 2025 22:47 ",32m 2s
Critical,TimeSinceLastChckPoint  {REPLICAT/RLOTNF}," Aug 01, 2025 22:47 ",32m 2s
Critical,TimeSinceLastChckPoint  {REPLICAT/RLOTND}," Aug 01, 2025 22:47 ",32m 2s
Critical,TimeSinceLastChckPoint  {REPLICAT/RLOTNB}," Aug 01, 2025 22:47 ",32m 2s
Critical, TCP connection failed when accessing the web page HomePage. This is affecting External Web ibanking," Aug 01, 2025 22:47 ",4m 10s
Minor, Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 22:46 ",2m 15s
Minor, Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 22:46 ",2m 15s
Major, Lagging checkpoint duration is high  {REPLICAT/RLOTF}," Aug 01, 2025 22:46 ",15m 3s
Major, Lagging checkpoint duration is high  {REPLICAT/RLOTG}," Aug 01, 2025 22:46 ",15m 3s
Major, Lagging checkpoint duration is high  {REPLICAT/RLOTD}," Aug 01, 2025 22:46 ",15m 3s
Major, Lagging checkpoint duration is high  {REPLICAT/RLOTB}," Aug 01, 2025 22:46 ",15m 3s
Major, Lagging checkpoint duration is high  {REPLICAT/RLOTA}," Aug 01, 2025 22:46 ",1h 35m
Major, Lagging checkpoint duration is high  {REPLICAT/RLOTE}," Aug 01, 2025 22:46 ",15m 3s
Major, Lagging checkpoint duration is high  {REPLICAT/RLOTH}," Aug 01, 2025 22:46 ",14m 58s
Minor, Many redo log space requests have been issued on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 22:45 ",25s
Minor, Many redo buffer entries exist on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 22:45 ",25s
Major, CPU utilization is high on AWS_CBS_Reporting_DB," Aug 01, 2025 22:44 ",4m 46s
Minor, Many blocked connections for user egurkha on Oracle Database eG_Backend_DB:1521:egrepdc," Aug 01, 2025 22:44 ",5m 31s
Major, High CPU utilization when waiting for I/O on AWS_CBS_Reporting_DB," Aug 01, 2025 22:44 ",9m 32s
Minor, Elapsed time of Oracle job is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 22:44 ",3m 56s
Minor, There have been many container termination failures for pod aws-guardduty-agent-mhm56 of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 22:44 ",4m 32s
Major, Destination status LOG_ARCHIVE_DEST_4 is abnormal on Oracle Database New_CB_CDB:1665:KBZPRDDC," Aug 01, 2025 22:43 ",4m 57s
Minor, There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-v7mpg of namespace javaic on Kubernetes Cluster flexcube-cbs-uat-tkc," Aug 01, 2025 22:43 ",10m 8s
Minor, Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 22:43 ",1m 46s
Minor, Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 22:42 ",2m 20s
Minor, Parse CPU to parse elapsed ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 22:42 ",2m 20s
Minor, Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 22:42 ",2m 20s
Minor, Execute to Parse ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 22:42 ",2m 21s
Minor, Redo transport lagging duration is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 22:41 ",14m 43s
Critical, Space usage RECOC2 is high on Oracle Cluster RPTDB_DC:1580," Aug 01, 2025 22:41 ",1h 28m
Minor, Many maintenance {system-update}," Aug 01, 2025 22:41 ",5m 2s
Critical, Many back-off restarting failed containers on Kubernetes Cluster flexcube-cbs-uat-tkc," Aug 01, 2025 22:41 ",11m 5s
Minor, Many maintenance {Summary}," Aug 01, 2025 22:41 ",5m 4s
Minor, Many redo log space requests have been issued on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 22:40 ",25s
Minor, Many redo buffer entries exist on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 22:40 ",26s
Minor, High disk space usage on /export/home/orarom drive of BIREPO_DB_Node_1," Aug 01, 2025 22:39 ",19m 49s
Minor, Redo apply lagging duration is high on Oracle Database ONPREM_KBZPRDSTBY_CDB:1580:KBZPRDSTBY," Aug 01, 2025 22:39 ",9m 43s
Critical, Space usage RECOC2 is high on Oracle Cluster BAGPDB:1580," Aug 01, 2025 22:39 ",1h 32m
Critical, Redo transport lagging duration is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 22:39 ",2m 21s
Minor, Memory utilization is high on ONPREM_KBZPRDDCPDB_PDB," Aug 01, 2025 22:39 ",6m 52s
Major, Memory utilization is high on ONPREM_KBZPRDSTBY_CDB," Aug 01, 2025 22:39 ",9m 43s
Minor, Redo transport lagging duration is high on Oracle Database ONPREM_KBZPRDSTBY_CDB:1580:KBZPRDSTBY," Aug 01, 2025 22:39 ",9m 43s
Minor, There are many waiting containers in pod aws-guardduty-agent-dwkql of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 22:39 ",2h 28m
Minor, Many recent ORA-06512 errors in the Alert Log of Oracle Database eG_Backend_DB:1521:egrepdc," Aug 01, 2025 22:39 ",10m 33s
Minor, Many recent ORA-20001 errors in the Alert Log of Oracle Database eG_Backend_DB:1521:egrepdc," Aug 01, 2025 22:39 ",10m 33s
Minor, Many recent ORA-12012 errors in the Alert Log of Oracle Database eG_Backend_DB:1521:egrepdc," Aug 01, 2025 22:39 ",10m 33s
Minor, Many recent errors in the Alert Log of Oracle Database eG_Backend_DB:1521:egrepdc {Summary}," Aug 01, 2025 22:39 ",10m 33s
Minor, Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 22:38 ",1m 25s
Critical, Space usage RECOC2 is high on Oracle Cluster EDQ_DB_RAC:1580," Aug 01, 2025 22:38 ",1h 32m
Critical, Space usage RECOC2 is high on Oracle Cluster KBZDWH:1580," Aug 01, 2025 22:38 ",1h 33m
Critical, Space usage RECOC2 is high on Oracle Cluster Ofsaa_DB_Rac:1580," Aug 01, 2025 22:38 ",1h 33m
Minor, CPU usage of Oracle job is high on Oracle Database eG_Backend_DB:1521:egrepdc," Aug 01, 2025 22:38 ",4m 42s
Minor, Elapsed time of Oracle job is high on Oracle Database eG_Backend_DB:1521:egrepdc," Aug 01, 2025 22:38 ",4m 42s
Minor, Elapsed time of Oracle job is high on Oracle Database eG_Backend_DB_DR:1521:egrepdr," Aug 01, 2025 22:38 ",5m 37s
Minor, CPU usage of Oracle job is high on Oracle Database eG_Backend_DB_DR:1521:egrepdr," Aug 01, 2025 22:38 ",5m 39s
Major, Space usage RECOC2 is high on Oracle Cluster KBZDBDC_RAC:1580," Aug 01, 2025 22:37 ",1h 33m
Critical, Space usage RECOC2 is high on Oracle Cluster CBS_DB:1580," Aug 01, 2025 22:37 ",1h 35m
Minor, Parse CPU to parse elapsed ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 22:36 ",2m 6s
Minor, Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 22:36 ",2m 26s
Minor, Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 22:36 ",2m 26s
Minor, Execute to Parse ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 22:36 ",2m 6s
Minor, Blocking threads in the JVM of eG Agent eG_RUM_Agent," Aug 01, 2025 22:35 ",13h 5m
Minor, Load failures rate is high {CBSAccountingService_1568\w3wp#12}," Aug 01, 2025 22:35 ",9m 38s
Minor, Load failures rate is high {CBSCustomerServiceBalance_1528\w3wp#6}," Aug 01, 2025 22:35 ",9m 38s
Minor, Load failures rate is high {CBSAccountingService_1568\w3wp#13}," Aug 01, 2025 22:35 ",9m 38s
Minor, Load failures rate is high {CBSAccountingService_1568\Summary}," Aug 01, 2025 22:35 ",9m 38s
Minor, Load failures rate is high {CBSCustomerServiceBalance_1528\w3wp#5}," Aug 01, 2025 22:35 ",9m 38s
Major, High CPU utilization when waiting for I/O on AWS_CBS_Reporting_DB," Aug 01, 2025 22:34 ",4m 41s
Minor, Many redo log space requests have been issued on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 22:34 ",1m 21s
Minor, There have been many container termination failures for pod aws-guardduty-agent-dwkql of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 22:34 ",4m 27s
Minor, Many redo buffer entries exist on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 22:34 ",1m 21s
Minor, There are many waiting containers in pod aws-guardduty-agent-4jw5w of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 22:34 ",2h 13m
Minor, Elapsed time of Oracle job is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 22:34 ",15s
Critical, Lagging checkpoint duration is high  {REPLICAT/RLOTNC}," Aug 01, 2025 22:34 ",7h 50m
Critical, Lagging checkpoint duration is high  {REPLICAT/RLOTNE}," Aug 01, 2025 22:34 ",15m 20s
Critical, Lagging checkpoint duration is high  {REPLICAT/RLOTNH}," Aug 01, 2025 22:34 ",15m 23s
Minor, Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 22:33 ",1m 40s
Minor, Percentage of rollbacks is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 22:31 ",2m 21s
Minor, Parse CPU to parse elapsed ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 22:31 ",1m 36s
Minor, Execute to Parse ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 22:31 ",1m 36s
Minor, Many recent ORA-16401 errors in the Alert Log of Oracle Database New_CB_CDB:1665:KBZPRDDC," Aug 01, 2025 22:31 ",10m 49s
Minor, Many recent ORA-16055 errors in the Alert Log of Oracle Database New_CB_CDB:1665:KBZPRDDC," Aug 01, 2025 22:31 ",32m 23s
Minor, Many recent errors in the Alert Log of Oracle Database New_CB_CDB:1665:KBZPRDDC {Summary}," Aug 01, 2025 22:31 ",32m 23s
Minor, Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 22:31 ",2m 41s
Minor, Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 22:31 ",2m 41s
Minor, Load failures rate is high {CBSCustomerServiceBalance_1528\Summary}," Aug 01, 2025 22:30 ",14m 20s
Minor, Load failures rate is high {CBSCustomerServiceBalance_1528\w3wp#4}," Aug 01, 2025 22:30 ",14m 21s
Critical,TimeSinceLastChckPoint  {REPLICAT/RLOTNC}," Aug 01, 2025 22:30 ",48m 18s
Critical, Lagging checkpoint duration is high  {EXTRACT/PLOTNE}," Aug 01, 2025 22:30 ",13m 54s
Critical, Lagging checkpoint duration is high  {EXTRACT/PLOTNB}," Aug 01, 2025 22:30 ",13m 54s
Critical, Lagging checkpoint duration is high  {EXTRACT/PLOTNC}," Aug 01, 2025 22:30 ",27m 57s
Critical, Lagging checkpoint duration is high  {EXTRACT/PLOTC}," Aug 01, 2025 22:30 ",27m 57s
Critical, Lagging checkpoint duration is high  {EXTRACT/PLOTG}," Aug 01, 2025 22:30 ",13m 54s
Minor, High disk space usage on /var/share/sstore/repo drive of BIREPO_DB_Node_1," Aug 01, 2025 22:30 ",9m 18s
Major, High disk space usage on /export/home/oracle drive of BIREPO_DB_Node_1," Aug 01, 2025 22:30 ",9m 18s
Minor, Many redo log space requests have been issued on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 22:30 ",1m 20s
Minor, High CPU utilization when waiting for I/O on AWS_CBS_Reporting_DB," Aug 01, 2025 22:30 ",4m 48s
Minor, Many redo buffer entries exist on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 22:30 ",1m 23s
Minor, Destination status LOG_ARCHIVE_DEST_4 is abnormal on Oracle Database New_CB_DB:1665:kbzprddcpdb," Aug 01, 2025 22:29 ",27m 43s
Major, Destination status LOG_ARCHIVE_DEST_4 is abnormal on Oracle Database New_CB_CDB:1665:KBZPRDDC," Aug 01, 2025 22:29 ",4m 47s
Minor, Elapsed time of Oracle job is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 22:29 ",40s
Minor, There have been many container termination failures for pod aws-guardduty-agent-4jw5w of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 22:29 ",5m 27s
Minor, There are many waiting containers in pod aws-guardduty-agent-nwk7w of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 22:29 ",1h 3m
Minor, Many maintenance {system-update}," Aug 01, 2025 22:28 ",9m 39s
Minor, Many maintenance {Summary}," Aug 01, 2025 22:28 ",9m 41s
Minor, Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 22:28 ",1m 40s
Minor, There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-lp257 of namespace javaic on Kubernetes Cluster flexcube-cbs-uat-tkc," Aug 01, 2025 22:28 ",15m 30s
Critical, Many back off pulling images on Kubernetes Cluster flexcube-cbs-mig-tkc," Aug 01, 2025 22:28 ",26m 32s
Minor, Many instances have been removed recently from AWS Cloud AWS_Security," Aug 01, 2025 22:28 ",14m 39s
Minor, High CPU utilization when waiting for I/O on eG_Backend_DB_DR," Aug 01, 2025 22:27 ",9m 53s
Critical, Test AWSEbeanstalkTest is not reporting at configured measure period on eG Agent eG_RUM_Agent," Aug 01, 2025 22:27 ",34m 14s
Minor, Load failures rate is high {CBSAccountingService_1568\w3wp#24}," Aug 01, 2025 22:26 ",10m 28s
Minor, Load failures rate is high {CBSCustomerServiceBalance_1528\w3wp#8}," Aug 01, 2025 22:26 ",10m 28s
Minor, Load failures rate is high {CBSCustomerServiceBalance_1528\Summary}," Aug 01, 2025 22:26 ",10m 28s
Minor, Load failures rate is high {CBSAccountingService_1568\Summary}," Aug 01, 2025 22:26 ",10m 28s
Minor, Load failures rate is high {CBSAccountingService_1568\w3wp#13}," Aug 01, 2025 22:26 ",5m 4s
Minor, Percentage of rollbacks is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 22:26 ",2m
Minor, Write rate to datafile o1_mf_apidat_d_m5t87xx6_.dbf is high on Oracle Database on Cloud APIRDB:1580," Aug 01, 2025 22:26 ",29m 53s
Critical, TCP connection failed when accessing the web page HomePage. This is affecting External Web ibanking," Aug 01, 2025 22:26 ",5m 11s
Minor, Many blocked connections for user C##GGUSR on Oracle Database AWS_CBS_Reporting_DB:1665:KBZRPTDCPDB," Aug 01, 2025 22:26 ",9m 43s
Minor, Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 22:26 ",2m 45s
Minor, Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 22:26 ",2m 45s
Major, High CPU utilization when waiting for I/O on AWS_CBS_Reporting_DB," Aug 01, 2025 22:25 ",4m 40s
Minor, Many redo log space requests have been issued on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 22:25 ",1m 25s
Minor, Many redo buffer entries exist on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 22:25 ",1m 27s
Minor, Many long running queries for DB03 on Oracle Cluster Tanzu_Reporting_UAT_CDB_PT:1660," Aug 01, 2025 22:24 ",4m 31s
Minor, Elapsed time of Oracle job is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 22:24 ",1m 1s
Minor, Many willing-to-wait misses for redo allocation latches on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 22:24 ",15m 5s
Minor, There are many waiting containers in pod aws-guardduty-agent-487gg of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 22:24 ",2h 23m
Minor, There have been many container termination failures for pod aws-guardduty-agent-nwk7w of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 22:24 ",5m 21s
Minor, Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 22:23 ",1m 41s
Minor, Parse CPU to parse elapsed ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 22:22 ",5m 31s
Minor, Execute to Parse ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 22:22 ",5m 35s
Critical, Lagging checkpoint duration is high  {EXTRACT/PLOTC}," Aug 01, 2025 22:22 ",14m 44s
Minor, Many blocked connections for user _BACKGROUND on Oracle Database New_CB_DB:1665:kbzprddcpdb," Aug 01, 2025 22:22 ",15m 44s
Minor, Percentage of rollbacks is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 22:22 ",1m 30s
Minor, Many maintenance {system-update}," Aug 01, 2025 22:21 ",5m 16s
Minor, Many maintenance {Summary}," Aug 01, 2025 22:21 ",5m 20s
Minor, Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 22:20 ",3m 25s
Minor, Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 22:20 ",3m 25s
Minor, Buffer cache hit ratio is low on Oracle Database gsysdc:1880:gsysdc," Aug 01, 2025 22:20 ",50m 19s
Minor, Buffer cache hit ratio is low on Oracle Database eG_Backend_DB:1521:egrepdc," Aug 01, 2025 22:20 ",28m 38s
Critical, High disk space usage on /export/home/oracle drive of BIREPO_DB_Node_1," Aug 01, 2025 22:20 ",9m 57s
Major, High disk space usage on /var/share/sstore/repo drive of BIREPO_DB_Node_1," Aug 01, 2025 22:20 ",9m 57s
Minor, CPU usage of Oracle job is high on Oracle Database New_CB_DB_DR:1665:kbzprddcpdb," Aug 01, 2025 22:20 ",5m 1s
Minor, Elapsed time of Oracle job is high on Oracle Database New_CB_DB_DR:1665:kbzprddcpdb," Aug 01, 2025 22:20 ",5m 1s
Minor, Many redo log space requests have been issued on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 22:19 ",2m 21s
Minor, Many redo buffer entries exist on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 22:19 ",2m 23s
Minor, Many long running queries for DB03 on Oracle Cluster Tanzu_Reporting_UAT_PDB_PT:1660," Aug 01, 2025 22:19 ",4m 16s
Minor, Elapsed time of Oracle job is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 22:19 ",1m 26s
Minor, There have been many container termination failures for pod aws-guardduty-agent-487gg of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 22:18 ",5m 11s
